pipe_id,source,failure,installation_year,material,diameter_inches,length_feet,soil_type,soil_corrosivity,soil_moisture,soil_ph,depth_feet,pressure_psi,traffic_load,num_previous_repairs,days_since_last_repair,num_joints,water_quality_index,population_density,zone,average_daily_flow_gpm,temperature_variation_f,rainfall_inches_annual,ground_movement_index,pipe_age,material_life,age_ratio
SYR-0544,Syracuse_Real_Data,1,1921,cast_iron,12,1254.1,clay,non_corrosive,15.8,7.4,4.9,55.1,light,1,3317,2,96.9,12625.0,mixed,393.2,59.6,60.0,7.6,103,100,1.03
EPA-00766,EPA_DWINS_Pattern,0,1977,pvc,20,784.9,silt,corrosive,68.4,6.86,7.3,70.1,none,1,3010,5,67.6,1535.0,residential,491.5,17.6,42.8,0.78,47,75,0.6266666666666667
EPA-01495,EPA_DWINS_Pattern,0,1939,copper,8,1841.6,clay,non_corrosive,13.8,7.63,3.2,79.3,heavy,2,663,5,83.0,5462.0,residential,222.5,14.0,15.7,7.49,85,80,1.0625
EPA-01935,EPA_DWINS_Pattern,0,1954,steel,8,1336.4,loam,moderately_corrosive,10.1,4.77,7.9,79.6,heavy,3,366,4,79.8,8093.0,residential,383.1,23.3,35.5,7.01,70,70,1.0
SYR-0260,Syracuse_Real_Data,1,1960,clay,10,1862.0,gravel,corrosive,12.6,5.08,5.9,44.1,light,1,1980,6,58.2,11966.0,residential,15.4,41.5,44.5,3.05,64,60,1.0666666666666667
EPA-00515,EPA_DWINS_Pattern,0,1961,cast_iron,6,975.1,loam,moderately_corrosive,27.3,5.19,5.5,82.5,light,2,2592,21,71.8,2965.0,mixed,70.8,50.3,29.9,7.93,63,100,0.63
EPA-00779,EPA_DWINS_Pattern,0,1962,asbestos_cement,20,936.5,clay,moderately_corrosive,58.5,6.08,3.9,95.2,moderate,0,3023,22,71.5,1455.0,residential,48.6,42.2,21.6,1.82,62,70,0.8857142857142857
EPA-00863,EPA_DWINS_Pattern,0,1987,steel,20,1877.6,silt,moderately_corrosive,67.9,7.8,7.0,115.0,none,3,2913,4,59.5,11032.0,mixed,62.0,66.8,40.4,9.66,37,70,0.5285714285714286
EPA-00296,EPA_DWINS_Pattern,0,1931,concrete,10,1921.6,sandy,mildly_corrosive,45.8,8.16,2.4,95.3,moderate,1,902,2,68.7,419.0,residential,38.3,45.5,63.2,9.34,93,75,1.24
SYR-0928,Syracuse_Real_Data,1,1936,steel,20,1923.5,clay,mildly_corrosive,44.7,6.01,8.1,84.3,light,0,1273,27,71.8,7781.0,residential,22.1,61.8,29.1,6.61,88,70,1.2571428571428571
SYR-0613,Syracuse_Real_Data,1,1923,asbestos_cement,4,1646.8,loam,corrosive,59.0,7.01,4.9,51.0,light,2,3414,24,90.0,10624.0,residential,338.6,79.2,62.3,3.42,101,70,1.4428571428571428
EPA-01632,EPA_DWINS_Pattern,0,1998,cast_iron,6,951.7,gravel,moderately_corrosive,60.7,5.48,11.1,38.8,moderate,2,2593,24,92.9,10038.0,residential,225.5,56.0,32.8,4.23,26,100,0.26
EPA-00232,EPA_DWINS_Pattern,0,1966,hdpe,8,460.1,sandy,mildly_corrosive,81.8,6.38,7.3,87.1,light,0,3577,21,85.9,7700.0,commercial,275.7,53.3,26.9,7.63,58,50,1.16
SYR-0220,Syracuse_Real_Data,1,1972,cast_iron,10,797.7,silt,non_corrosive,79.6,8.7,9.8,86.3,moderate,0,821,13,90.3,11741.0,mixed,177.0,63.5,61.9,2.08,52,100,0.52
EPA-02130,EPA_DWINS_Pattern,0,1976,pvc,6,1879.7,silt,moderately_corrosive,80.0,5.35,10.5,105.5,light,0,993,11,54.9,8892.0,mixed,206.5,45.3,15.6,3.12,48,75,0.64
SYR-0486,Syracuse_Real_Data,1,1973,cast_iron,12,758.9,loam,non_corrosive,81.8,7.94,10.8,70.1,moderate,5,2403,11,77.9,12369.0,residential,88.3,74.2,55.9,4.42,51,100,0.51
EPA-01317,EPA_DWINS_Pattern,0,1986,pvc,20,1525.6,sandy,highly_corrosive,84.8,4.21,10.7,45.5,heavy,0,1742,16,62.9,8754.0,commercial,324.7,54.3,38.5,7.83,38,75,0.5066666666666667
EPA-01165,EPA_DWINS_Pattern,0,1950,hdpe,10,1849.9,silt,mildly_corrosive,57.2,5.73,4.3,50.2,moderate,1,3570,3,70.9,6543.0,residential,75.4,73.1,14.8,1.45,74,50,1.48
EPA-02522,EPA_DWINS_Pattern,0,1956,pvc,10,1942.3,sandy,mildly_corrosive,60.6,7.29,5.0,72.9,moderate,0,70,28,85.2,9006.0,residential,441.8,44.1,50.4,1.16,68,75,0.9066666666666666
EPA-01993,EPA_DWINS_Pattern,0,1954,hdpe,4,1898.0,clay,moderately_corrosive,71.8,7.88,9.1,58.1,moderate,4,2284,29,97.3,6433.0,commercial,148.4,26.1,32.2,9.04,70,50,1.4
SYR-0259,Syracuse_Real_Data,1,1986,pvc,8,1132.4,sandy,highly_corrosive,26.9,6.96,7.4,46.2,heavy,0,3507,3,67.8,3222.0,residential,137.9,68.9,55.4,9.66,38,75,0.5066666666666667
EPA-02843,EPA_DWINS_Pattern,0,1943,cast_iron,20,1009.2,gravel,mildly_corrosive,40.6,8.35,8.1,39.7,moderate,1,1956,16,78.9,7124.0,residential,106.5,22.6,40.9,5.36,81,100,0.81
SYR-0387,Syracuse_Real_Data,1,1949,steel,20,1975.9,sandy,moderately_corrosive,87.6,8.1,8.8,67.1,none,1,527,12,55.4,14226.0,mixed,62.6,77.4,58.3,7.11,75,70,1.0714285714285714
SYR-0848,Syracuse_Real_Data,1,1949,steel,4,475.4,clay,corrosive,54.4,7.09,3.1,60.4,none,1,251,12,84.1,8860.0,industrial,132.9,74.1,11.4,1.94,75,70,1.0714285714285714
EPA-01574,EPA_DWINS_Pattern,0,1999,concrete,4,415.7,clay,corrosive,14.4,5.74,3.7,116.9,moderate,0,1578,12,61.9,10953.0,industrial,498.9,36.7,39.1,8.66,25,75,0.3333333333333333
EPA-02234,EPA_DWINS_Pattern,0,1984,pvc,20,1928.2,clay,mildly_corrosive,44.5,5.82,8.4,107.1,moderate,0,2788,16,73.5,9894.0,commercial,21.8,70.5,40.0,8.67,40,75,0.5333333333333333
EPA-02613,EPA_DWINS_Pattern,0,1953,steel,6,1393.9,peat,corrosive,23.7,7.08,8.3,46.5,none,0,2465,28,66.3,6975.0,residential,251.6,73.7,61.3,1.53,71,70,1.0142857142857142
EPA-02102,EPA_DWINS_Pattern,0,1966,ductile_iron,12,1095.8,loam,moderately_corrosive,40.3,7.28,10.2,97.8,moderate,1,405,22,52.5,6167.0,residential,183.7,36.4,61.5,7.41,58,100,0.58
EPA-01862,EPA_DWINS_Pattern,0,1981,hdpe,20,307.5,silt,non_corrosive,56.3,5.97,8.9,73.2,moderate,0,2384,29,87.0,3056.0,residential,391.4,72.2,38.8,2.08,43,50,0.86
EPA-00624,EPA_DWINS_Pattern,0,1977,concrete,20,1050.8,silt,mildly_corrosive,52.9,5.99,4.1,113.3,light,1,3323,9,81.0,330.0,mixed,311.5,56.9,26.5,4.5,47,75,0.6266666666666667
EPA-00002,EPA_DWINS_Pattern,0,1942,steel,12,1891.2,sandy,moderately_corrosive,51.7,4.88,2.7,84.7,moderate,3,2392,25,90.9,12961.0,commercial,24.7,32.1,36.4,3.31,82,70,1.1714285714285715
SYR-0210,Syracuse_Real_Data,1,1966,ductile_iron,10,1225.6,silt,moderately_corrosive,11.6,4.0,5.9,48.4,light,3,966,13,97.3,4236.0,commercial,49.3,42.5,53.5,8.71,58,100,0.58
EPA-02621,EPA_DWINS_Pattern,0,1981,pvc,20,839.0,peat,corrosive,47.8,6.31,5.7,47.6,moderate,1,91,12,70.5,8918.0,commercial,332.4,74.3,14.6,4.65,43,75,0.5733333333333334
EPA-01092,EPA_DWINS_Pattern,0,1995,cast_iron,16,1124.7,silt,moderately_corrosive,12.5,8.15,9.7,117.1,moderate,2,2070,3,87.8,6987.0,mixed,348.2,54.7,68.6,8.22,29,100,0.29
EPA-00949,EPA_DWINS_Pattern,0,1967,pvc,20,1778.0,silt,corrosive,44.4,7.83,8.7,112.6,heavy,4,2687,26,65.5,1726.0,residential,322.4,55.4,48.3,6.08,57,75,0.76
SYR-0911,Syracuse_Real_Data,1,1944,cast_iron,12,1830.1,sandy,highly_corrosive,65.0,8.97,10.7,73.5,moderate,1,3188,5,71.6,628.0,mixed,331.1,60.9,35.6,4.87,80,100,0.8
EPA-00719,EPA_DWINS_Pattern,0,1940,cast_iron,24,830.2,gravel,corrosive,20.7,7.35,7.0,80.8,light,2,2730,15,91.8,14130.0,residential,419.4,62.3,45.6,6.72,84,100,0.84
EPA-01553,EPA_DWINS_Pattern,0,1988,copper,20,1235.7,clay,mildly_corrosive,87.9,5.17,4.9,79.2,moderate,0,1716,29,94.9,5493.0,residential,197.5,33.6,63.6,0.03,36,80,0.45
EPA-01985,EPA_DWINS_Pattern,0,1938,pvc,4,594.4,silt,corrosive,63.6,7.39,7.0,98.7,heavy,0,2004,20,68.8,4781.0,mixed,166.1,69.5,34.1,5.42,86,75,1.1466666666666667
EPA-01164,EPA_DWINS_Pattern,0,1955,concrete,8,929.6,sandy,corrosive,28.5,8.14,4.2,72.7,light,1,739,5,90.1,1366.0,residential,412.2,51.1,23.6,1.91,69,75,0.92
SYR-0597,Syracuse_Real_Data,1,1952,cast_iron,20,478.8,loam,non_corrosive,43.5,7.2,2.6,41.0,light,0,2677,27,88.3,143.0,commercial,173.4,78.2,50.1,7.84,72,100,0.72
EPA-00951,EPA_DWINS_Pattern,0,1910,pvc,4,1086.4,gravel,corrosive,18.2,6.41,7.0,59.2,light,1,2417,18,59.3,10885.0,commercial,479.8,48.8,13.3,8.66,114,75,1.52
EPA-02765,EPA_DWINS_Pattern,0,1971,concrete,16,1177.6,loam,mildly_corrosive,11.9,7.09,6.1,81.1,moderate,0,32,8,81.3,13311.0,residential,363.1,23.6,32.5,7.47,53,75,0.7066666666666667
SYR-0297,Syracuse_Real_Data,1,1920,cast_iron,8,708.8,clay,moderately_corrosive,87.8,4.13,2.3,61.6,light,0,1137,9,74.8,3895.0,mixed,354.0,14.8,22.5,9.39,104,100,1.04
EPA-02717,EPA_DWINS_Pattern,0,1995,pvc,6,580.6,silt,moderately_corrosive,67.4,5.33,9.2,103.2,none,0,631,26,53.1,6765.0,residential,454.6,58.2,55.1,1.44,29,75,0.38666666666666666
SYR-0508,Syracuse_Real_Data,1,1940,pvc,12,344.5,peat,highly_corrosive,76.3,4.79,8.4,115.3,moderate,4,3554,18,77.4,9348.0,residential,385.6,49.4,61.5,2.18,84,75,1.12
EPA-01865,EPA_DWINS_Pattern,0,2021,pvc,24,322.1,loam,highly_corrosive,62.9,6.07,2.7,51.8,heavy,1,298,13,99.0,2588.0,residential,31.0,70.8,58.3,7.12,3,75,0.04
SYR-0008,Syracuse_Real_Data,1,1946,ductile_iron,24,1437.3,gravel,mildly_corrosive,87.1,8.47,9.1,110.0,none,1,1908,10,89.0,5617.0,mixed,234.4,69.5,16.1,1.37,78,100,0.78
EPA-01253,EPA_DWINS_Pattern,0,1953,pvc,10,482.2,gravel,moderately_corrosive,86.2,4.94,2.8,94.4,moderate,1,1162,26,60.0,7394.0,mixed,195.2,36.5,18.5,5.1,71,75,0.9466666666666667
EPA-02055,EPA_DWINS_Pattern,0,1971,ductile_iron,4,280.1,gravel,highly_corrosive,14.9,4.35,7.2,82.8,heavy,1,3382,11,61.1,9704.0,residential,218.4,79.5,65.8,6.84,53,100,0.53
EPA-01030,EPA_DWINS_Pattern,0,1948,ductile_iron,24,1997.8,sandy,moderately_corrosive,26.1,7.88,8.2,41.7,heavy,0,767,17,66.0,14732.0,commercial,148.0,69.4,47.2,2.1,76,100,0.76
EPA-01149,EPA_DWINS_Pattern,0,1992,hdpe,24,556.8,loam,moderately_corrosive,43.6,8.34,7.0,67.0,light,1,3457,4,50.9,7504.0,commercial,118.5,15.0,26.4,4.02,32,50,0.64
EPA-01087,EPA_DWINS_Pattern,0,1914,pvc,12,1797.3,gravel,corrosive,39.0,6.66,9.5,119.6,light,2,703,8,53.7,3932.0,mixed,276.0,33.6,45.9,8.11,110,75,1.4666666666666666
EPA-02118,EPA_DWINS_Pattern,0,1990,steel,16,1237.9,gravel,moderately_corrosive,54.7,5.88,5.9,88.4,light,3,177,24,86.0,9835.0,commercial,374.0,55.5,53.8,3.63,34,70,0.4857142857142857
EPA-01551,EPA_DWINS_Pattern,0,1983,hdpe,12,1444.4,clay,moderately_corrosive,32.7,6.15,4.1,83.3,light,2,1548,23,77.3,1810.0,industrial,100.2,13.1,50.4,6.91,41,50,0.82
EPA-02359,EPA_DWINS_Pattern,0,1954,ductile_iron,4,1143.8,clay,mildly_corrosive,77.8,7.29,6.9,33.2,moderate,3,1830,29,84.8,184.0,residential,145.3,30.2,32.0,9.53,70,100,0.7
SYR-0178,Syracuse_Real_Data,1,1920,ductile_iron,6,402.6,sandy,mildly_corrosive,10.6,8.16,5.4,58.9,moderate,1,2287,5,85.8,5705.0,commercial,335.7,48.6,47.1,7.64,104,100,1.04
EPA-02854,EPA_DWINS_Pattern,0,1938,pvc,6,1701.8,silt,moderately_corrosive,77.3,4.95,3.5,73.9,moderate,0,1928,16,53.7,1137.0,industrial,337.4,77.1,15.3,7.94,86,75,1.1466666666666667
EPA-01779,EPA_DWINS_Pattern,0,2013,pvc,24,1664.5,gravel,non_corrosive,43.4,8.51,6.7,87.7,moderate,0,1997,6,97.3,7212.0,residential,52.2,70.8,64.9,3.15,11,75,0.14666666666666667
SYR-0791,Syracuse_Real_Data,1,1982,asbestos_cement,4,731.9,loam,moderately_corrosive,10.4,7.29,4.0,107.1,heavy,0,1143,22,98.5,4970.0,residential,48.0,12.5,58.0,1.68,42,70,0.6
EPA-00335,EPA_DWINS_Pattern,0,1971,pvc,12,1539.5,clay,moderately_corrosive,82.0,7.69,6.7,71.2,moderate,0,3059,6,51.7,13424.0,mixed,253.7,65.5,62.9,7.42,53,75,0.7066666666666667
SYR-0679,Syracuse_Real_Data,1,1986,galvanized_steel,8,1108.9,sandy,mildly_corrosive,48.0,4.43,7.9,54.7,moderate,3,2009,5,53.4,2757.0,industrial,420.0,20.3,25.6,4.45,38,50,0.76
EPA-02454,EPA_DWINS_Pattern,0,2009,concrete,4,1822.6,gravel,mildly_corrosive,71.6,8.59,9.8,55.3,none,0,1455,25,91.0,10437.0,residential,118.8,74.5,24.2,6.94,15,75,0.2
EPA-02013,EPA_DWINS_Pattern,0,1996,cast_iron,24,1615.5,sandy,highly_corrosive,84.7,6.64,10.5,42.4,heavy,0,311,5,80.4,9510.0,commercial,499.2,56.6,43.7,3.06,28,100,0.28
EPA-00437,EPA_DWINS_Pattern,0,1949,copper,4,129.9,clay,non_corrosive,12.9,5.81,8.7,43.1,moderate,0,1506,26,99.6,14928.0,commercial,499.5,20.1,32.5,2.09,75,80,0.9375
SYR-0097,Syracuse_Real_Data,1,1977,cast_iron,20,1764.6,sandy,non_corrosive,32.3,5.99,10.9,57.5,light,2,1625,22,62.3,8577.0,residential,305.5,78.9,21.9,5.02,47,100,0.47
SYR-0044,Syracuse_Real_Data,1,1980,steel,20,1938.7,gravel,corrosive,20.1,5.47,7.6,99.0,light,0,68,18,89.8,12128.0,residential,480.7,17.6,57.8,1.16,44,70,0.6285714285714286
EPA-00815,EPA_DWINS_Pattern,0,1941,pvc,20,1497.2,loam,moderately_corrosive,18.3,4.81,9.1,67.2,moderate,1,2952,6,76.2,5333.0,residential,202.5,23.8,15.1,5.65,83,75,1.1066666666666667
EPA-00491,EPA_DWINS_Pattern,0,1967,pvc,6,283.8,clay,mildly_corrosive,90.4,4.17,9.7,107.4,none,1,2781,9,77.8,1176.0,mixed,255.8,15.3,11.6,2.44,57,75,0.76
EPA-00229,EPA_DWINS_Pattern,0,1941,ductile_iron,24,1624.4,sandy,non_corrosive,78.5,5.32,10.2,115.4,moderate,1,882,7,60.4,6127.0,commercial,354.6,36.1,59.7,1.5,83,100,0.83
SYR-0760,Syracuse_Real_Data,1,1970,hdpe,12,1312.6,peat,moderately_corrosive,41.0,6.48,9.5,36.8,light,1,2210,13,80.3,10121.0,residential,44.6,22.2,23.1,4.8,54,50,1.08
EPA-02627,EPA_DWINS_Pattern,0,2015,clay,10,710.7,sandy,highly_corrosive,68.4,7.33,11.0,94.0,moderate,5,524,7,70.5,3890.0,commercial,386.8,79.4,62.6,5.9,9,60,0.15
EPA-01019,EPA_DWINS_Pattern,0,1953,asbestos_cement,16,1773.9,sandy,mildly_corrosive,88.2,7.67,6.7,37.7,light,1,485,7,61.0,2167.0,residential,469.0,47.4,43.5,7.94,71,70,1.0142857142857142
EPA-01750,EPA_DWINS_Pattern,0,1948,steel,8,1152.9,clay,highly_corrosive,28.8,6.98,11.5,36.5,moderate,2,2460,11,91.9,1662.0,industrial,289.4,64.4,46.2,2.85,76,70,1.0857142857142856
EPA-02067,EPA_DWINS_Pattern,0,1944,steel,8,1713.2,sandy,mildly_corrosive,11.2,4.58,6.0,54.8,heavy,2,723,2,60.7,7981.0,commercial,117.3,30.8,11.2,5.75,80,70,1.1428571428571428
SYR-0026,Syracuse_Real_Data,1,1985,ductile_iron,8,1356.7,gravel,moderately_corrosive,80.0,6.16,2.7,39.1,light,1,3367,27,65.0,5091.0,commercial,73.8,28.4,36.5,5.81,39,100,0.39
EPA-01303,EPA_DWINS_Pattern,0,1952,pvc,12,612.6,silt,mildly_corrosive,71.4,7.34,3.8,89.7,none,0,649,25,54.3,11482.0,industrial,116.7,44.5,64.8,1.66,72,75,0.96
EPA-00611,EPA_DWINS_Pattern,0,1992,cast_iron,12,1951.3,sandy,corrosive,23.6,7.72,7.6,94.5,none,1,2383,9,83.8,9619.0,residential,108.7,64.4,54.7,0.2,32,100,0.32
SYR-0680,Syracuse_Real_Data,1,1976,pvc,6,1163.5,gravel,moderately_corrosive,51.6,5.62,2.1,87.5,none,1,1505,7,64.2,14073.0,residential,431.5,54.1,25.4,6.06,48,75,0.64
EPA-00843,EPA_DWINS_Pattern,0,1957,ductile_iron,6,1057.7,sandy,mildly_corrosive,23.6,8.64,3.6,81.8,moderate,0,302,26,97.9,14705.0,residential,77.1,43.6,12.4,5.38,67,100,0.67
EPA-01645,EPA_DWINS_Pattern,0,1942,concrete,24,836.8,gravel,moderately_corrosive,61.2,7.98,5.7,100.3,none,0,167,4,87.1,109.0,residential,485.3,20.0,18.5,9.47,82,75,1.0933333333333333
EPA-00223,EPA_DWINS_Pattern,0,1970,cast_iron,12,315.9,clay,corrosive,65.0,8.26,8.2,99.5,light,0,534,23,95.1,3604.0,residential,391.6,44.8,57.7,5.98,54,100,0.54
SYR-0782,Syracuse_Real_Data,1,1930,asbestos_cement,20,1388.1,sandy,corrosive,33.5,7.33,3.7,108.3,moderate,0,2848,5,59.8,3701.0,residential,368.9,54.9,39.6,2.0,94,70,1.3428571428571427
EPA-02668,EPA_DWINS_Pattern,0,1923,pvc,8,890.1,gravel,non_corrosive,76.4,6.07,7.7,92.4,heavy,0,3617,4,82.0,13199.0,commercial,312.5,14.5,39.2,7.44,101,75,1.3466666666666667
EPA-02814,EPA_DWINS_Pattern,0,1995,ductile_iron,8,1872.5,gravel,moderately_corrosive,50.3,8.67,8.6,62.0,light,0,1181,27,94.0,2076.0,residential,32.0,53.8,61.5,0.22,29,100,0.29
EPA-01339,EPA_DWINS_Pattern,0,1992,ductile_iron,8,1931.9,silt,mildly_corrosive,70.0,8.51,9.6,77.2,heavy,0,1003,17,98.1,6321.0,residential,362.2,77.3,37.3,7.04,32,100,0.32
EPA-00357,EPA_DWINS_Pattern,0,2001,concrete,12,1546.9,silt,moderately_corrosive,64.4,8.14,8.6,74.2,heavy,3,3355,12,82.5,893.0,residential,197.5,24.4,36.8,8.13,23,75,0.30666666666666664
EPA-00616,EPA_DWINS_Pattern,0,1974,ductile_iron,20,522.9,gravel,mildly_corrosive,48.3,8.46,4.5,39.7,moderate,2,1506,3,97.4,7224.0,residential,70.6,26.1,13.8,1.7,50,100,0.5
EPA-02128,EPA_DWINS_Pattern,0,2001,pvc,12,1446.2,silt,moderately_corrosive,34.9,8.58,12.0,103.1,moderate,3,1013,20,57.4,672.0,residential,417.7,41.1,57.3,2.75,23,75,0.30666666666666664
EPA-01383,EPA_DWINS_Pattern,0,1986,steel,8,89.8,sandy,highly_corrosive,27.4,7.73,10.9,112.2,moderate,0,2034,17,52.0,10897.0,residential,173.4,60.3,36.7,0.96,38,70,0.5428571428571428
EPA-01148,EPA_DWINS_Pattern,0,1955,pvc,24,1661.5,loam,corrosive,73.4,5.0,5.7,118.6,none,2,1356,2,73.3,7820.0,mixed,305.2,43.9,66.5,1.97,69,75,0.92
SYR-0884,Syracuse_Real_Data,1,1964,asbestos_cement,12,1012.6,silt,highly_corrosive,64.6,6.69,2.3,52.3,heavy,2,1118,21,65.9,14970.0,residential,86.7,20.4,23.5,2.52,60,70,0.8571428571428571
SYR-0383,Syracuse_Real_Data,1,1943,pvc,10,1876.6,loam,mildly_corrosive,33.9,7.08,7.3,38.6,heavy,0,3363,16,96.3,14796.0,commercial,72.7,60.9,21.4,2.8,81,75,1.08
EPA-01836,EPA_DWINS_Pattern,0,1941,ductile_iron,4,786.6,gravel,mildly_corrosive,92.2,7.87,10.7,40.0,light,0,2674,26,50.8,11789.0,industrial,228.8,47.1,10.2,4.57,83,100,0.83
EPA-00338,EPA_DWINS_Pattern,0,1996,steel,12,563.2,loam,mildly_corrosive,78.9,6.48,10.2,102.4,light,1,639,22,65.9,4461.0,mixed,31.1,63.7,51.4,9.45,28,70,0.4
EPA-01753,EPA_DWINS_Pattern,0,1972,galvanized_steel,12,1990.4,clay,mildly_corrosive,20.8,6.56,11.0,86.9,none,0,2173,18,67.5,1773.0,residential,311.1,28.3,42.3,0.73,52,50,1.04
SYR-0032,Syracuse_Real_Data,1,1926,steel,24,1084.8,clay,mildly_corrosive,23.8,8.98,11.7,98.1,moderate,1,3091,3,85.6,2434.0,residential,48.6,78.8,27.0,3.41,98,70,1.4
EPA-01182,EPA_DWINS_Pattern,0,1962,pvc,6,1733.2,gravel,non_corrosive,56.2,6.26,9.1,111.5,heavy,0,1795,7,50.1,10381.0,residential,266.1,21.2,29.9,2.19,62,75,0.8266666666666667
EPA-01035,EPA_DWINS_Pattern,0,1999,clay,6,1826.6,clay,mildly_corrosive,18.7,4.65,3.6,50.4,none,1,578,10,92.5,2102.0,commercial,186.7,77.6,28.2,7.54,25,60,0.4166666666666667
EPA-02608,EPA_DWINS_Pattern,0,1989,cast_iron,24,1061.0,gravel,corrosive,92.0,7.55,2.4,62.8,moderate,1,1789,28,96.7,4328.0,residential,168.6,16.2,33.0,9.35,35,100,0.35
SYR-0611,Syracuse_Real_Data,1,1963,cast_iron,12,938.6,clay,corrosive,64.2,5.81,3.5,101.3,heavy,0,1823,11,74.2,1477.0,residential,386.9,28.4,28.4,4.34,61,100,0.61
SYR-0571,Syracuse_Real_Data,1,1976,ductile_iron,4,1128.1,sandy,moderately_corrosive,15.6,5.24,4.0,53.3,light,2,758,16,55.4,869.0,mixed,242.4,19.8,36.2,9.01,48,100,0.48
SYR-0344,Syracuse_Real_Data,1,1959,concrete,4,1703.1,gravel,mildly_corrosive,47.7,7.14,2.6,75.5,moderate,2,3193,26,52.5,5899.0,residential,104.8,67.7,60.8,8.57,65,75,0.8666666666666667
EPA-00886,EPA_DWINS_Pattern,0,1945,cast_iron,10,1931.1,sandy,moderately_corrosive,28.9,8.77,6.5,69.9,light,2,168,2,62.9,6283.0,residential,199.7,58.7,41.9,3.57,79,100,0.79
EPA-00651,EPA_DWINS_Pattern,0,1969,hdpe,12,690.2,gravel,moderately_corrosive,51.7,5.56,9.8,83.6,none,2,608,20,56.7,2961.0,mixed,199.2,45.7,56.6,1.02,55,50,1.1
EPA-02039,EPA_DWINS_Pattern,0,1955,hdpe,6,1490.3,clay,mildly_corrosive,31.0,5.86,2.0,118.9,moderate,2,417,26,75.1,13811.0,commercial,269.2,75.7,44.3,9.7,69,50,1.38
EPA-01497,EPA_DWINS_Pattern,0,2008,pvc,8,606.5,loam,moderately_corrosive,80.7,6.33,10.0,39.3,none,1,165,26,70.5,9154.0,mixed,326.8,22.5,26.6,8.1,16,75,0.21333333333333335
EPA-00048,EPA_DWINS_Pattern,0,1938,copper,16,1241.4,loam,corrosive,71.3,7.44,11.3,73.6,moderate,0,1075,16,59.6,4450.0,residential,160.1,35.4,68.2,7.19,86,80,1.075
EPA-02629,EPA_DWINS_Pattern,0,1949,cast_iron,24,1619.3,gravel,mildly_corrosive,87.1,5.98,3.5,116.3,light,2,896,12,91.7,12538.0,residential,164.0,10.7,21.0,4.42,75,100,0.75
EPA-00072,EPA_DWINS_Pattern,0,1972,pvc,10,1778.6,clay,moderately_corrosive,26.8,6.13,2.2,61.3,heavy,0,2970,7,80.0,8338.0,residential,399.2,39.5,67.0,2.11,52,75,0.6933333333333334
EPA-00812,EPA_DWINS_Pattern,0,2017,cast_iron,10,925.0,sandy,corrosive,42.8,7.5,6.8,96.7,moderate,1,978,18,81.3,6735.0,industrial,98.3,13.6,66.2,3.36,7,100,0.07
EPA-02487,EPA_DWINS_Pattern,0,1984,ductile_iron,8,771.0,silt,moderately_corrosive,78.5,8.93,10.7,113.6,heavy,0,916,27,84.2,11296.0,mixed,330.6,25.0,21.1,4.6,40,100,0.4
EPA-01536,EPA_DWINS_Pattern,0,2012,ductile_iron,6,544.2,peat,moderately_corrosive,41.8,5.58,9.4,51.7,moderate,1,1503,16,93.2,5568.0,mixed,494.2,23.7,19.7,6.28,12,100,0.12
SYR-0966,Syracuse_Real_Data,1,1966,cast_iron,4,310.2,gravel,moderately_corrosive,42.2,6.93,2.3,37.3,moderate,0,352,20,83.7,12064.0,industrial,393.2,49.6,27.6,1.13,58,100,0.58
SYR-0529,Syracuse_Real_Data,1,1947,cast_iron,20,761.6,gravel,corrosive,93.8,7.97,8.7,36.8,light,0,2722,9,56.6,164.0,industrial,140.8,30.2,46.4,7.15,77,100,0.77
SYR-0177,Syracuse_Real_Data,1,1970,pvc,4,1750.4,loam,mildly_corrosive,75.5,5.06,10.2,36.6,light,1,2978,22,69.2,3767.0,residential,26.5,15.7,35.8,7.27,54,75,0.72
SYR-0423,Syracuse_Real_Data,1,1989,pvc,20,866.7,loam,mildly_corrosive,83.2,8.09,4.7,61.5,moderate,2,203,13,76.1,8003.0,residential,151.6,56.9,61.1,9.89,35,75,0.4666666666666667
EPA-02369,EPA_DWINS_Pattern,0,1947,hdpe,6,668.7,gravel,highly_corrosive,44.6,5.77,8.5,41.4,moderate,5,2332,12,59.3,12561.0,residential,11.6,21.7,68.8,7.79,77,50,1.54
EPA-02242,EPA_DWINS_Pattern,0,1957,ductile_iron,16,1491.3,gravel,moderately_corrosive,59.8,4.56,6.9,66.5,moderate,3,2100,8,97.0,11183.0,commercial,296.9,26.0,36.6,9.9,67,100,0.67
EPA-01020,EPA_DWINS_Pattern,0,1951,clay,24,470.4,gravel,moderately_corrosive,48.3,4.12,4.1,97.9,none,0,3562,20,62.6,14018.0,mixed,234.8,48.9,10.9,0.64,73,60,1.2166666666666666
SYR-0573,Syracuse_Real_Data,1,1968,concrete,16,549.8,gravel,moderately_corrosive,48.3,4.17,11.0,56.8,none,0,2655,2,88.6,3985.0,commercial,304.5,78.4,68.6,9.29,56,75,0.7466666666666667
EPA-02538,EPA_DWINS_Pattern,0,1983,copper,16,1875.0,gravel,moderately_corrosive,20.9,7.99,4.2,73.1,none,3,3308,28,97.6,13846.0,residential,397.7,67.6,35.3,7.98,41,80,0.5125
