Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Canterbury,21 Compton St,4,h,2950000,PI,Jellis,10/12/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,12A Highfield Rd,5,h,,SN,Woodards,10/12/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Carlton,96 Barkly St,3,h,,S,Collins,10/12/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,704/668 Swanston St,2,u,795000,S,Nelson,10/12/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton North,1 Fletcher La,2,h,800000,PI,Nelson,10/12/2016,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
Carlton North,173 MacPherson St,2,h,1301000,S,Nelson,10/12/2016,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
Carlton North,450 Park St,2,h,,S,Nelson,10/12/2016,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
Carlton North,94 Princes St,2,h,,S,Jellis,10/12/2016,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
Carnegie,2/33 Oakleigh Rd,2,t,930000,S,hockingstuart,10/12/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,1/46 Rosanna St,1,u,,VB,Ross,10/12/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Caroline Springs,6 Isabel Cl,4,h,618000,S,Bells,10/12/2016,3023,Western Metropolitan,7719,14.8,Melton City Council
Caroline Springs,11 Strutt Pl,4,h,545000,SP,YPA,10/12/2016,3023,Western Metropolitan,7719,14.8,Melton City Council
Carrum,36 Emma St,3,h,805000,S,hockingstuart/hockingstuart,10/12/2016,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
Carrum,26 Lexington Pl,3,h,515000,S,hockingstuart/hockingstuart,10/12/2016,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
Carrum,4/93 Valetta St,3,u,622000,SP,hockingstuart,10/12/2016,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
Carrum Downs,7 Gratlea Ct,4,h,445000,S,Harcourts,10/12/2016,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council
Caulfield East,9 Lord St,2,h,620000,SP,Woodards,10/12/2016,3145,Southern Metropolitan,608,8.4,Glen Eira City Council
Caulfield North,8/359 Balaclava Rd,1,u,290000,VB,hockingstuart,10/12/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,3/374 Dandenong Rd,2,u,608000,SP,Gary,10/12/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,88 Eskdale Rd,4,h,,PN,Whiting,10/12/2016,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield South,1/2 Griffiths St,4,t,1030000,VB,Gary,10/12/2016,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Chadstone,2/9 Batesford Rd,4,t,1015000,S,Buxton,10/12/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
Chadstone,2 Melinga Cr,3,h,930000,S,Ray,10/12/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
Chelsea,2 Camp St,4,h,,S,hockingstuart,10/12/2016,3196,South-Eastern Metropolitan,3906,27,Kingston City Council
Chelsea,3/20 Embankment Gr,3,h,805000,SP,LJ,10/12/2016,3196,South-Eastern Metropolitan,3906,27,Kingston City Council
Chelsea,96 Hughes Av,4,h,902500,S,Ray,10/12/2016,3196,South-Eastern Metropolitan,3906,27,Kingston City Council
Chelsea Heights,226 Wells Rd,3,h,691000,S,iSell,10/12/2016,3196,South-Eastern Metropolitan,2076,27,Kingston City Council
Cheltenham,96 Chesterville Rd,3,t,650000,VB,Greg,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,6 Elliott St,3,h,1060000,S,O'Brien,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,20 Jells Rd,3,h,971000,S,Bayside,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,1 Linda Cl,3,t,745000,S,O'Brien,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,26 Stuart Av,3,h,1651000,S,Stockdale,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,200 Warrigal Rd,3,h,696000,S,Woodards,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,51/310 Warrigal Rd,2,u,460000,S,Buxton,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,13/109 Weatherall Rd,1,u,310000,VB,Greg,10/12/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Clarinda,4 Bodley St,3,h,771000,S,Century,10/12/2016,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council
Clarinda,61 Bushland Av,3,h,741000,S,Century,10/12/2016,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council
Clayton,17 Kionga St,3,h,1023500,S,Prof.,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,25 Marshall Av,3,h,1610000,S,Buxton,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,40 Myriong St,3,h,1250000,S,Ray,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,16 Ormond Rd,4,h,1650000,S,Christopher,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,7 Panorama St,3,h,1492000,S,Century,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,3/25 Thompson St,2,u,632000,S,Buxton,10/12/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton South,45 Glenelg Dr,3,h,770000,SP,Ray,10/12/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,11 Oakes Av,2,h,750500,S,Barry,10/12/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,5 Ovens Ct,5,h,755000,S,Century,10/12/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clifton Hill,12 Kiewa St,2,h,1417000,SP,Nelson,10/12/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Clifton Hill,40 Myrtle St,2,h,1290000,S,Jellis,10/12/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Coburg,2 Autumn St,3,h,,SN,Barry,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,2/118 Bruce St,3,t,640000,S,Nelson,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,23 Cole Cr,3,h,,PI,Nelson,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,31 Elizabeth St,2,h,820000,S,Peter,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,7 Gladstone St,4,h,1250000,S,Jellis,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,21 Governors Rd,5,h,1335000,S,Nelson,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,56 The Grove,6,h,1900000,VB,hockingstuart,10/12/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,18 Alexander Av,3,t,,PN,Ray,10/12/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,1 Boyne St,2,h,745000,SP,Raine,10/12/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,19A Tilley St,4,h,1050000,PI,Jellis,10/12/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Craigieburn,95 Banbury Cr,3,h,395000,SP,Professionals,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,22 Barnell St,4,h,430000,S,Ray,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,12 Brentwick Dr,4,h,655000,S,LJ,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,24 Champion Pde,4,h,645000,S,LJ,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,5 Hove Pl,5,h,575000,S,Jason,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,43 Langdon Cr,3,h,,PI,LJ,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,7 Maple Pl,3,h,411500,S,Ray,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,12 Marchmont Ri,4,h,,SN,Barry,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,12 Parramatta Wk,3,h,,SN,Barry,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,23 Pearl Dr,4,h,,SN,Barry,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,28 Penfold St,4,h,572500,S,Nelson,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,7 Plymouth Ct,3,h,,SN,Barry,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,35 Second Av,3,h,520000,S,RE,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,19 Vantage Bvd,4,h,610000,S,Ray,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,49 Wattletree St,5,h,500000,PI,LJ,10/12/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
Cranbourne,55 Springhill Dr,3,h,480000,S,iSell,10/12/2016,3977,South-Eastern Metropolitan,7680,34.7,Casey City Council
Croydon,74 Diane Cr,5,h,806000,S,Ray,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,10 Edward Ct,5,h,,SN,Hoskins,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,10 Henty Ct,4,h,819000,S,Ray,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,27 Jesmond Rd,3,h,621000,S,Max,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,155 Lincoln Rd,3,h,600000,S,McGrath,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,19 Norris Cct,4,h,,SP,Philip,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,13 Paltarra Ct,3,h,680000,S,McGrath,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,21 Vernon St,4,h,1100000,S,iTRAK,10/12/2016,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon South,48 Mulduri Cr,4,h,875500,S,iTRAK,10/12/2016,3136,Eastern Metropolitan,1863,23,Maroondah City Council
Dandenong,4 Axel St,3,h,700000,S,Stockdale,10/12/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong,50 Benga Av,2,h,508000,S,O'Brien,10/12/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong,9 Jesson Cr,3,h,495000,S,McLennan,10/12/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong,18 Tarene St,3,h,510000,S,iSell,10/12/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong North,33 Barbara Av,3,h,510000,SP,O'Brien,10/12/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Deer Park,6 Parkfield Ct,3,h,,S,FN,10/12/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Deer Park,29 Tasman Av,3,h,350000,PI,Douglas,10/12/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Deer Park,8 Vincent St,3,h,530000,S,hockingstuart,10/12/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Delahey,8 Masefield Ct,3,h,538000,S,Barry,10/12/2016,3037,Western Metropolitan,2898,18,Brimbank City Council
Docklands,2305/241 Harbour Esp,1,u,360000,VB,RT,10/12/2016,3008,Southern Metropolitan,4707,1.4,Melbourne City Council
Doncaster,1/77 Ayr St,3,u,828000,SP,Barry,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,11A Balfour St,3,t,945000,S,Assisi,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,35 Bordeaux St,4,h,1430000,S,Jellis,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,4 Colston Cl,4,h,1250000,PI,Barry,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,5/333 George St,3,u,772000,S,Barry,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,1 Graeme Cl,4,h,2000000,S,Barry,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,22/222 Williamsons Rd,3,t,550000,VB,Hamilton,10/12/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster East,17 Aminga Av,4,h,1186000,S,Barry,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,16 Barbara St,3,h,1190000,SP,Jellis,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,1/3 Calvin Cr,2,u,620000,S,Parkes,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,1/946 Doncaster Rd,2,u,538000,S,Barry,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,3 Gina Ct,4,h,,PI,Barry,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,2/1 Harry St,3,u,,PI,Barry,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,2 Peter St,5,h,1100000,S,Jellis,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,389 Serpells Rd,5,h,,S,Jellis,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,2/95 St Clems Rd,3,t,1005000,PI,Barry,10/12/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Donvale,5 Allinga Pl,4,h,,PI,Parkes,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,20 Argyle St,3,h,,S,Jellis,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,48 Darvall St,3,h,870000,S,Jellis,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,107 Glenvale Rd,3,h,,SP,Fletchers,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,49 Heads Rd,5,h,1800000,SA,RT,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,25 Murndal Dr,3,h,1456000,S,Barry,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,1/57 Old Warrandyte Rd,3,u,720000,S,Philip,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,9 Valepark Dr,4,u,888000,SP,Ascend,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,7 Vaucluse Ct,4,h,1125000,S,Barry,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,7 Warrock Av,3,h,1676000,S,Ray,10/12/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Doveton,15 Rebecca St,4,h,,SN,Barry,10/12/2016,3177,South-Eastern Metropolitan,3533,28.8,Casey City Council
Eaglemont,41 Glenard Dr,2,h,,PN,Nelson,10/12/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
East Melbourne,9/161 Wellington Pde S,1,u,,SP,Caine,10/12/2016,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
Edithvale,1 Bristol Av,3,h,1150000,SP,hockingstuart,10/12/2016,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Edithvale,37 Edithvale Rd,2,h,955000,S,hockingstuart/hockingstuart,10/12/2016,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Edithvale,1/39 Field Av,3,t,720000,S,Asset,10/12/2016,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Edithvale,16 Langrigg Av,4,h,1050000,S,O'Brien,10/12/2016,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Elsternwick,4/585 Glen Huntly Rd,2,u,591000,S,Buxton,10/12/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,14/18 King St,2,u,537000,S,Biggin,10/12/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,14 Prentice St,3,h,1805000,PI,Biggin,10/12/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,3/26 Ross St,3,h,800000,VB,Hodges,10/12/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,12 Rusden St,3,h,965000,PI,Biggin,10/12/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Eltham,47 Glenister Dr,4,h,815000,SP,Barry,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,9 John St,3,h,1130000,S,Barry,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,1 Leane Dr,4,h,851000,S,Barry,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,61 Leane Dr,3,h,770000,PI,Buckingham,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,16 Leonard Cr,4,h,1365000,S,Barry,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,20/1336 Main Rd,4,h,730000,S,Morrison,10/12/2016,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham North,2 MacDhui Av,3,h,,SP,Morrison,10/12/2016,3095,Eastern Metropolitan,2346,18,Banyule City Council
Eltham North,7 Orion Ct,3,h,751000,SP,Buckingham,10/12/2016,3095,Eastern Metropolitan,2346,18,Banyule City Council
Eltham North,46 Progress Rd,3,h,845000,S,Morrison,10/12/2016,3095,Eastern Metropolitan,2346,18,Banyule City Council
Eltham North,2/8 Weidlich Rd,3,u,567500,PI,Flanagan,10/12/2016,3095,Eastern Metropolitan,2346,18,Banyule City Council
Elwood,3/307 Barkly St,2,u,,PI,Biggin,10/12/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,24/193 Brighton Rd,2,u,,SP,Frank,10/12/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Endeavour Hills,81 Aldridge St,3,h,745000,S,Stockdale,10/12/2016,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Endeavour Hills,8 Monica Cl,5,h,,W,O'Brien,10/12/2016,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Endeavour Hills,10 Southwell Cl,3,h,618000,SP,O'Brien,10/12/2016,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Epping,31 Calendula Cct,3,h,510000,S,LJ,10/12/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,25 Carlisle Dr,3,h,525000,PI,Love,10/12/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,3 Knoll Wk,3,h,402500,S,Stockdale,10/12/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,2 Plymouth Ct,3,h,,PI,Love,10/12/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,2 Prism Wk,3,h,395000,S,Iconek,10/12/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Essendon,2/4 Balmoral St,2,u,445000,S,Nelson,10/12/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,2 Collins St,2,h,,S,Brad,10/12/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,8 Monica St,6,h,2620000,S,Brad,10/12/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,82 Price St,3,h,1226000,S,Nelson,10/12/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,2/44 Richardson St,3,h,825000,PI,Nelson,10/12/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon West,22 Emerald St,4,h,1345000,S,Nelson,10/12/2016,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Fairfield,2/152 Gillies St,2,h,610000,S,Thomas,10/12/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,7/59 Rathmines St,2,u,445000,S,Nelson,10/12/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fawkner,3 Brian St,3,h,625000,S,Brad,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,101 Denys St,3,h,681000,S,hockingstuart,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,159 Jukes Rd,3,h,690000,PI,hockingstuart,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,2/86 Major Rd,2,u,,SP,Raine,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,151 McBryde St,3,h,640000,SP,Brad,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,87 McBryde St,3,h,660000,S,Stockdale,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,53 Queens Pde,3,h,783000,S,hockingstuart,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,2 Tyson St,2,h,,SP,RW,10/12/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
Ferntree Gully,44 Bryden Dr,3,h,705000,S,Schroeder,10/12/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,10 Castle St,4,h,720000,S,Max,10/12/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,20 Cinerea Av,3,h,,SN,Barry,10/12/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,61 Folkstone Cr,4,h,712500,S,Fletchers,10/12/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,32 Warrabel Rd,3,h,535000,SP,Prof.,10/12/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Fitzroy North,24 Apperley St,2,h,1055000,S,Harrington,10/12/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,605/4 Bik La,2,u,720000,S,Woodards,10/12/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,10/12/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
