"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,
,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%)
,27/11/2019,13.2,19.1,0,22:00,S,17,26,1016.3,81,50
,28/11/2019,13.9,18.7,0,22:50,SSW,15,20,1017,82,59
,29/11/2019,12.3,14.7,2.4,22:20,S,19,26,1017.1,89,84
,30/11/2019,13.1,15.3,0,19:30,S,15,20,1011.5,75,56
,1/12/2019,11.9,15.7,3.4,21:30,WSW,13,28,997.4,66,48
,2/12/2019,11.3,13.6,0.4,21:30,WSW,22,32,1006.1,72,47
,3/12/2019,14.4,18.9,0,19:30,WSW,17,46,1011,63,43
,4/12/2019,14.5,19,0,23:00,SSW,11,24,1012,78,55
,5/12/2019,14.1,18.8,0,23:30,WSW,17,33,1011.6,74,63
,6/12/2019,13.1,16.9,0,22:00,SW,11,28,1016.8,61,53
,7/12/2019,13.9,15.9,0,19:40,SSW,22,33,1020.5,78,66
,8/12/2019,17.9,22.5,0,21:30,S,2,11,1017.6,84,58
,9/12/2019,15.8,22,0,19:50,S,30,44,1019,87,55
,10/12/2019,13.8,15.3,0,19:30,SSW,19,30,1021.7,69,64
,11/12/2019,14.5,16,0,22:00,SSW,11,20,1019.9,80,74
,12/12/2019,14,15.3,0,22:30,S,17,30,1021.5,72,64
,13/12/2019,16.1,17.6,0,22:00,SW,11,26,1017.1,78,68
,14/12/2019,15.2,17.3,0,19:30,SSE,9,13,1014.6,89,76
,15/12/2019,15.3,18.5,0,21:00,S,13,26,1013.5,84,62
,16/12/2019,15.5,19.4,0,19:40,SSW,19,20,1018.4,96,69
,17/12/2019,19.1,25.4,0,19:30,SSW,6,13,1019.4,83,53
,18/12/2019,21.7,34.6,0,22:00,SSW,13,24,1014.1,64,19
,19/12/2019,16.3,21.4,0,21:00,SSE,9,19,1019.7,71,46
,20/12/2019,25.5,42.3,0,19:30,NNW,11,30,1009.3,48,11
,21/12/2019,14.1,16,0,21:00,SSE,22,33,1024.5,61,53
,22/12/2019,14,17.6,0,19:30,S,15,26,1021.9,79,59
,23/12/2019,15.6,17.1,0,20:40,SSW,17,22,1020.3,76,59
,24/12/2019,17.2,24.2,0,20:00,SE,17,28,1017.7,76,48
,25/12/2019,18.4,22.3,0,21:00,SSW,15,28,1019.8,79,63
,26/12/2019,14.6,18.7,0,22:00,SSE,17,20,1022.3,83,67
,27/12/2019,18.7,21.9,0,20:00,SSW,15,20,1013.7,92,71
,28/12/2019,19.6,22.6,0,22:30,SSW,9,17,1016.6,85,67
,29/12/2019,21.4,23.2,0,20:00,SW,9,19,1012.9,78,68
,30/12/2019,19.2,34,0.2,19:36,SW,22,48,1007.9,86,29
,31/12/2019,15.4,19.2,0,19:30,S,20,28,1016.4,70,45
,1/01/2020,17.4,21,0,20:30,S,22,32,1020.5,64,55
,2/01/2020,17.4,21.8,0,20:30,S,15,24,1019.2,69,50
,3/01/2020,22.1,34.4,0,20:00,SE,7,20,1006.6,74,27
,4/01/2020,15.7,17.4,0,20:00,S,19,39,1020.8,64,59
,5/01/2020,13.7,15.5,3,19:30,SSE,17,26,1023.8,81,61
,6/01/2020,15.8,16.3,1.2,19:20,SSE,9,11,1020,100,94
,7/01/2020,17.8,19.2,0,23:30,S,9,20,1019.2,86,80
,8/01/2020,19.2,22.9,0,19:30,S,11,22,1018.4,85,70
,9/01/2020,24.5,30.1,0,19:30,ESE,11,20,1008.5,77,46
,10/01/2020,13.7,15.1,15.6,19:30,W,13,20,1015.4,96,79
,11/01/2020,15.3,16.8,0,23:00,S,15,32,1022.9,76,58
,12/01/2020,15,19,0,19:30,SSW,17,28,1020.4,79,62
,13/01/2020,22.1,30.9,0,22:30,WSW,7,24,1014,73,26
,14/01/2020,22.2,32.2,0,20:00,SE,15,26,1011,62,31
,15/01/2020,19.2,21.5,19.2,21:30,ENE,17,26,1011.1,94,86
,16/01/2020,14.7,17.4,0,19:30,S,17,35,1015.8,68,64
,17/01/2020,16.4,20.8,0,19:30,SE,22,50,1012.1,76,58
,18/01/2020,20.3,24.9,0,20:30,SE,13,20,1006.7,76,57
,19/01/2020,19.3,20.7,0.4,20:00,NNE,17,30,1005.8,83,73
,20/01/2020,15.5,16.6,43.6,0:00,SW,17,35,1009,100,94
,21/01/2020,15.2,19.4,0,19:10,SSW,17,20,1009,80,62
,22/01/2020,16.1,25.9,5,20:00,SSW,24,48,1002.7,100,43
,23/01/2020,15.4,20.4,1.2,20:00,WSW,15,30,1008.4,55,36
,24/01/2020,16.7,22.8,0,19:20,W,15,19,1014.3,74,37
,25/01/2020,18.5,24,0,20:00,SSE,17,26,1015,74,53
,26/01/2020,17.6,19.4,0,20:20,SSW,20,28,1017.8,77,69
,27/01/2020,16.1,19.5,0,19:30,SSW,13,24,1017.2,76,66
,28/01/2020,17.1,19.5,0,20:00,SSW,13,26,1018.5,82,75
,29/01/2020,20.5,30.9,0,19:30,SE,11,17,1015.1,90,22
,30/01/2020,24.3,37.1,0,19:20,SSE,6,7,1009.7,57,18
,31/01/2020,24.7,35.2,0.4,20:00,WSW,24,39,1008.8,73,37
,1/02/2020,16.2,17.2,11.6,21:00,S,11,19,1012.9,100,98
,2/02/2020,16.7,19.7,0,19:40,S,20,30,1011.8,74,50
,3/02/2020,14.1,15.4,0,19:30,S,20,37,1021.8,57,48
,4/02/2020,13.8,17.2,0,19:40,S,22,30,1022.8,63,53
,5/02/2020,14.8,18.6,0,20:00,S,15,26,1022.2,80,61
,6/02/2020,20.9,23.4,0,22:10,NNW,17,20,1020.8,84,70
,7/02/2020,19.4,20.1,0,20:00,SW,13,24,1022.7,100,92
,8/02/2020,21.4,25.4,0,20:30,ESE,20,46,1021.1,70,49
,9/02/2020,20,22,0,19:30,SE,22,43,1016,74,65
,10/02/2020,20.4,24.3,0,20:00,SE,11,20,1008.8,94,70
,11/02/2020,19.4,20.6,0,20:30,SSW,17,26,1013.2,97,91
,12/02/2020,20.8,26.2,0,19:20,SE,26,32,1015,81,64
,13/02/2020,22.3,27.7,0,19:30,SSE,17,26,1010.3,85,59
,14/02/2020,21.2,22.9,3.8,21:30,N,15,20,1008.5,98,87
,15/02/2020,17.3,17.9,2.6,22:30,S,22,28,1014.6,97,84
,16/02/2020,17.1,22.2,0,20:00,SE,20,28,1014,77,62
,17/02/2020,19.1,23.6,0,21:00,WSW,7,11,1010.4,87,69
,18/02/2020,14.9,18.1,21.4,22:30,W,19,37,1007.5,94,76
,19/02/2020,14.9,17.1,2.4,21:30,S,26,39,1015.4,85,71
,20/02/2020,15.2,16.7,0.2,21:30,S,17,22,1019.1,82,66
,21/02/2020,14.1,17.4,0,21:00,SSE,17,30,1023.9,71,60
,22/02/2020,17.1,18.9,0,20:00,SSW,15,19,1021.9,82,66
,23/02/2020,20.3,24.4,0,19:30,SSE,15,24,1020.1,72,52
,24/02/2020,18.9,21.4,3.6,21:30,SSW,15,22,1018.7,98,87
,25/02/2020,18.3,20,4,19:30,S,13,22,1010.6,88,75
,26/02/2020,14.3,16.6,0.2,20:30,S,17,24,1014.4,58,52
,27/02/2020,16.7,19.2,0,19:30,WSW,13,24,1012.8,62,47
,28/02/2020,15.4,18.1,0,19:30,SSW,11,17,1017.7,81,69
,29/02/2020,16.5,20,0,19:30,SSW,11,19,1014.9,84,69
,1/03/2020,19.8,22.3,0,21:00,SSW,15,20,1008.7,71,61
,2/03/2020,14.9,15.4,0,21:00,SSE,15,26,1021.6,58,56
,3/03/2020,14.6,17.9,0,21:00,SSE,17,24,1021.1,71,60
,4/03/2020,18,21.4,2.2,22:10,E,6,11,1011.8,100,75
,5/03/2020,17.1,18,5.6,22:30,S,11,20,1010,100,98
,6/03/2020,15.9,17,0.2,23:30,S,17,32,1022,77,68
,7/03/2020,15.9,18.1,0,19:30,S,15,30,1023.3,89,76
,8/03/2020,14.7,18.4,0,19:30,SE,17,30,1023.1,74,57
,9/03/2020,14.5,17.7,0,21:30,SSE,13,24,1022.7,71,55
,10/03/2020,16,19.3,0,21:00,WSW,9,13,1020.1,97,73
,11/03/2020,20.4,26,0,22:30,N,9,13,1020.3,70,42
,12/03/2020,21.4,27.6,0,19:30,N,11,17,1018.3,47,33
,13/03/2020,14.7,15.8,0.6,19:30,S,24,46,1022.6,86,49
,14/03/2020,13.7,15,0,19:30,SSE,20,28,1026,73,54
,15/03/2020,13,16.5,0,19:30,SSE,17,26,1027.1,83,64
,16/03/2020,15.4,22.7,0,20:30,ESE,9,17,1026.2,83,46
,17/03/2020,21,26.4,0,19:30,N,11,19,1023,50,35
,18/03/2020,19.7,27.7,0,19:40,N,13,15,1020.9,71,35
,19/03/2020,19.6,28.9,0,22:10,SSW,20,32,1016.8,83,34
,20/03/2020,15.5,17,0,20:30,S,15,30,1022.9,84,69
,21/03/2020,12.7,16.3,0,20:30,SSE,11,20,1023.2,85,66
,22/03/2020,14.7,15.4,0.4,21:50,S,22,30,1029.5,77,54
,23/03/2020,12,15.4,0,19:30,SSE,13,20,1028.6,71,58
,24/03/2020,14.5,15.6,0,20:40,SSE,13,20,1024.7,66,60
,25/03/2020,14.4,15.7,0,19:30,S,13,24,1028.3,76,56
,26/03/2020,15,17,0,19:30,SSW,11,19,1026.1,90,79
,27/03/2020,18.2,24.7,0,19:30,NE,9,11,1022.6,68,36
,28/03/2020,21.3,25.1,0,22:00,N,11,17,1017.1,45,38
,29/03/2020,19.1,20.5,5.2,21:30,N,19,30,1012.2,86,69
,30/03/2020,15,17.8,0,22:30,S,9,13,1017,92,64
,31/03/2020,13.5,17.7,0,19:30,N,4,7,1019.7,91,64
,1/04/2020,18.3,20.5,0,20:00,ESE,11,15,1015.6,83,60
,2/04/2020,15.8,16.3,15.6,22:00,W,6,15,1009.9,100,100
,3/04/2020,16.6,19.8,8.4,22:20,NNE,22,35,999.8,98,60
,4/04/2020,9.9,10.4,4.4,19:30,WNW,17,32,1009,71,67
,5/04/2020,13.1,13.7,6,22:30,NW,11,17,1016.5,89,80
,6/04/2020,13,14.4,0,19:30,S,11,17,1024.9,81,66
,7/04/2020,12.4,14,0.2,20:00,SSE,11,17,1024.7,92,77
,8/04/2020,12.8,15.8,0,22:30,SE,9,19,1027.2,84,65
,9/04/2020,13.3,15.7,0,20:30,W,4,9,1023.4,100,94
,10/04/2020,18.1,19.5,0,21:30,N,17,26,1010.3,68,55
,11/04/2020,11.5,12.7,1.4,22:30,WSW,20,32,1017.7,91,80
,12/04/2020,13.1,15,0,19:30,W,11,19,1022.3,66,60
,13/04/2020,12.2,18.1,0,15:20,SSW,17,20,1022.9,90,55
,14/04/2020,18.5,22,0,14:30,N,24,28,1023.5,57,47
,15/04/2020,21.9,23.4,0,22:30,N,24,33,1014.9,44,37
,16/04/2020,13,17.3,0,15:30,S,20,32,1015.3,76,54
,17/04/2020,13.7,18.4,0,17:30,SW,13,26,1016.8,70,51
,18/04/2020,13.5,19,0,14:30,SW,11,17,1016.6,80,65
,19/04/2020,15.3,18.4,0,0:00,N,15,32,1013.4,50,37
,20/04/2020,11,20.7,0,14:30,SW,19,24,1017.6,89,37
,21/04/2020,14.8,19.3,0,15:00,N,20,32,1016.8,56,37
,22/04/2020,,,,,,,,,,
,23/04/2020,9.7,19.6,0.4,16:00,N,30,43,1020.2,99,51
,24/04/2020,12.1,22.1,0.4,15:10,SSW,17,20,1020.2,94,42
,25/04/2020,10.6,21.6,2.2,14:30,N,24,39,1020.4,100,48
,26/04/2020,10.3,17.2,14,10:00,W,17,30,1023.4,100,56
,27/04/2020,8.2,17.8,0.6,11:30,NW,13,17,1026,92,47
,28/04/2020,7.2,18.8,2.4,13:00,N,28,43,1023.5,91,47
,29/04/2020,10.1,19.5,23.6,9:00,N,20,30,1011.2,100,73
,30/04/2020,8.1,14.7,23.6,21:00,NW,24,41,1007.9,93,57
,1/05/2020,8,12.8,8,12:00,NW,20,39,1003.9,85,61
,2/05/2020,9.6,13.9,1.8,12:30,W,26,43,1017.5,90,60
,3/05/2020,10.1,14.4,1.8,2:00,WSW,13,26,1027.5,80,54
,4/05/2020,9.4,14.4,0.4,11:00,WSW,11,24,1031.7,97,76
,5/05/2020,8,19.1,0.4,14:30,N,19,32,1031.4,100,49
,6/05/2020,13.3,19.8,0,16:00,N,21,39,1025.9,74,52
,7/05/2020,16.6,21,0,12:00,N,33,52,1015.4,66,47
,8/05/2020,12.7,19.3,0,14:00,N,26,39,1014.2,75,51
,9/05/2020,8.2,14.9,7,14:23,SW,26,39,1018.1,88,56
,10/05/2020,7.3,14.4,0.6,2:00,NW,15,28,1027.6,89,52
,11/05/2020,7.8,16.8,0.2,12:00,NNW,19,20,1029.6,86,53
,12/05/2020,10.3,14.7,0,12:00,N,26,39,1026.7,77,63
,13/05/2020,10.1,14.1,2.8,13:00,SSW,19,28,1029.5,97,53
,14/05/2020,6.7,14.2,2.8,14:00,SSW,13,19,1032.1,100,51
,15/05/2020,4.5,15,0,15:30,SSW,11,19,1033.3,99,53
,16/05/2020,4.6,17.9,0,12:30,NNW,24,35,1031.7,96,44
,17/05/2020,5.1,17.9,0,0:50,NNE,11,15,1034.2,98,41
,18/05/2020,5.5,19.3,0,13:30,NNW,22,32,1032.4,96,50
,19/05/2020,9,17.7,0,13:00,N,22,33,1025.5,87,54
,20/05/2020,10.4,16.6,15.6,1:30,NNW,30,56,1015.4,100,43
,21/05/2020,9.5,13.4,6.8,17:00,SSW,15,30,1021.7,100,60
,22/05/2020,9.2,13.5,0,13:30,SSW,13,24,1022.6,100,61
,23/05/2020,9.5,13.3,3,0:00,S,19,33,1020.2,100,79
,24/05/2020,7.2,13.4,3,1:50,S,24,35,1025.9,97,64
,25/05/2020,5.5,16,0,12:20,SE,19,26,1027.8,100,56
,26/05/2020,5.5,18.1,0,12:40,NNW,22,30,1027.6,100,44
,27/05/2020,7.8,16.3,0,12:00,N,22,32,1021.9,99,61
,28/05/2020,10.1,17.6,0,7:30,N,15,19,1025.8,97,60
,29/05/2020,7.2,16.8,0,15:40,N,22,32,1028.4,96,64
,30/05/2020,8.2,17,0,21:20,N,37,52,1020.7,82,49
,31/05/2020,11.6,17.3,0,14:30,NNW,24,37,1013.9,83,47
,1/06/2020,8.5,11.1,11.6,18:30,SW,22,39,1017.8,100,73
,2/06/2020,11.4,14.3,0.4,23:00,W,15,28,1022.3,92,67
,3/06/2020,11.6,12.1,0,22:30,SSE,11,19,1035.2,61,57
,4/06/2020,6.5,8.4,0,22:30,ENE,4,11,1033.7,98,89
,5/06/2020,7.3,8.5,0,23:30,NNE,11,15,1029.7,97,89
,6/06/2020,10.5,11.1,0,23:30,SE,11,15,1026.4,92,73
,7/06/2020,9.5,10.8,0,18:10,SSE,13,17,1030,85,75
,8/06/2020,5.6,7.9,0,21:00,ESE,7,9,1034.1,100,95
,9/06/2020,7.9,10.9,0,23:30,NNE,13,15,1031.3,85,66
,10/06/2020,5.9,8.3,0,—,N,0,0,1026.7,100,91
,11/06/2020,7.4,9.1,0,22:00,NE,7,9,1026.9,92,83
,12/06/2020,7.9,11,0,22:00,N,11,15,1022.2,90,76
,13/06/2020,13.4,15.6,3.8,23:00,N,22,37,1009.9,92,63
,14/06/2020,12.9,14,0,22:30,N,28,35,1016.9,80,70
,15/06/2020,13.8,15.1,0,22:00,NNW,20,30,1020.5,76,68
,16/06/2020,11.5,14.3,0.4,19:30,WSW,13,28,1029.2,88,73
,17/06/2020,6,8.9,0,0:00,NE,7,9,1036.1,96,82
,18/06/2020,8,13.3,0,19:10,NE,6,7,1030.2,100,75
,19/06/2020,14,14.6,0,21:10,N,13,17,1021.8,78,72
,20/06/2020,9.1,13.3,0,22:00,NNE,11,17,1015.4,91,70
,21/06/2020,9,10.5,0,23:00,ENE,7,9,1012.3,91,85
,22/06/2020,9.3,11.1,1.2,23:30,NNW,15,22,1011.4,95,80
,23/06/2020,12.4,12.9,0,23:00,WSW,9,17,1019.1,95,81
,24/06/2020,10.2,11.6,0,0:00,N,7,9,1019.5,100,100
,25/06/2020,10.6,11.7,1.2,0:00,WNW,11,20,1023.9,85,72
,26/06/2020,9.6,10.7,0,20:40,W,9,11,1029.2,96,83
,27/06/2020,5.6,8.1,0,0:00,E,2,7,1030.3,100,94
,28/06/2020,5,6.8,0,23:50,NE,9,9,1030.6,100,98
,29/06/2020,5.7,8.8,0,22:40,N,9,11,1026,91,70
,30/06/2020,11.1,13.6,0,19:20,N,22,32,1018.5,83,64
,1/07/2020,14.1,15.9,0,23:30,N,24,46,1008,60,50
,2/07/2020,9.8,11.6,0,20:30,NNW,20,24,1017.9,73,58
,3/07/2020,7.2,8.3,7.8,22:30,W,13,22,1024.1,95,79
,4/07/2020,10.6,11.4,4,20:00,WSW,7,19,1026.3,100,93
,5/07/2020,9.8,11.3,0.6,23:00,WSW,9,20,1030.5,100,92
,6/07/2020,10.1,11.2,0.8,0:00,WSW,7,11,1033.2,100,95
,7/07/2020,7.2,11,0,20:00,SSE,9,15,1032.3,95,84
,8/07/2020,6.6,12,0,21:40,NNE,11,13,1028.7,96,72
,9/07/2020,7.8,12.7,0,22:00,NNE,9,13,1026.7,96,75
,10/07/2020,11.2,12.9,0,22:00,N,13,17,1021.5,83,77
,11/07/2020,9.5,9.7,6.8,—,N,0,0,1017.3,100,100
,12/07/2020,8.8,10.1,3.4,23:30,S,9,13,1024.1,100,100
,13/07/2020,9.1,11.4,0,21:00,SSE,13,19,1028.9,97,85
,14/07/2020,8,10.3,0,21:30,SSE,13,22,1029.1,96,84
,15/07/2020,6.2,10.3,0,21:00,SSE,7,9,1024.1,97,83
,16/07/2020,6.4,10,0,22:00,N,7,13,1025.5,100,86
,17/07/2020,5.4,8.3,0,0:00,NNE,13,17,1023.2,100,100
,18/07/2020,11,12,0,21:00,N,26,41,1016.5,72,67
,19/07/2020,8.8,10.7,0.6,21:30,NW,20,35,1016.5,75,58
,20/07/2020,8.8,10.4,0.2,21:20,WSW,11,17,1028.4,88,78
,21/07/2020,9.7,11.1,0,22:30,WSW,9,13,1031.1,94,90
,22/07/2020,9.2,10.4,2.2,20:00,S,11,20,1029.4,100,97
,23/07/2020,6.5,10.8,0,23:00,NE,6,9,1027.4,97,56
,24/07/2020,5.6,10.4,0,22:30,N,13,19,1025.8,100,68
,25/07/2020,6.7,8.8,0,20:30,WSW,7,13,1027.1,100,99
,26/07/2020,11.2,11.8,0,23:30,W,6,13,1019.8,100,90
,27/07/2020,11.4,12.4,0.2,22:00,SSE,22,33,1021.8,100,83
,28/07/2020,8.7,11.8,0,20:00,SSW,15,19,1021.1,100,89
,29/07/2020,11.4,13.2,0,22:10,WSW,13,17,1023.6,94,77
,30/07/2020,6,8.3,0,0:00,NE,4,11,1030.6,100,85
,31/07/2020,10.4,12.3,0,22:30,N,15,22,1027,73,59
,1/08/2020,9.1,16.2,0,11:30,N,30,43,1025,86,52
,2/08/2020,9.1,17.9,0,16:00,N,28,35,1025.6,90,46
,3/08/2020,8.9,15.8,0.8,19:30,WSW,13,24,1018.8,89,44
,4/08/2020,5.2,10.4,5.8,11:30,SW,20,41,1015.9,94,52
,5/08/2020,6.9,11.2,0.6,17:30,SSW,20,35,1019.8,90,63
,6/08/2020,6.3,12.7,0,15:40,SSW,17,20,1023.5,90,65
,7/08/2020,9.4,11.3,5,22:50,ESE,19,26,1018.3,99,70
,8/08/2020,11.8,12.7,0.2,23:20,SE,20,33,1018.4,88,84
,9/08/2020,8.6,11.9,0,19:30,SSE,15,30,1022.9,96,78
,10/08/2020,7,9.3,0,22:30,NNE,11,13,1021.3,100,90
,11/08/2020,11.9,13.2,0,21:00,NNE,17,30,1015,63,53
,12/08/2020,12.1,13.5,0,20:30,NNE,13,20,1010.1,90,80
,13/08/2020,13,15.6,0.4,23:00,NW,13,26,1013.7,95,77
,14/08/2020,11.3,12.9,2.8,20:00,NNE,9,13,1013.9,100,86
,15/08/2020,11.6,12.2,0,20:00,SSW,9,13,1015.3,100,95
,16/08/2020,10.1,12.1,0,20:00,SSW,13,20,1014.1,93,84
,17/08/2020,11.7,13.2,0.2,23:00,N,20,30,1007,82,57
,18/08/2020,10.4,12,0,20:30,N,17,20,998,77,70
,19/08/2020,9.9,11,3.6,23:00,NW,15,24,998,82,71
,20/08/2020,11.1,12,0.4,0:00,NNW,20,30,1002.9,69,63
,21/08/2020,7.2,8.6,1.6,22:00,NNW,19,24,1003.7,81,64
,22/08/2020,7.2,10.1,15.2,14:00,W,20,46,1009.9,96,65
,23/08/2020,7.3,9.9,2.8,21:30,W,15,22,1019.1,85,63
,24/08/2020,6.8,9.4,0,20:00,WNW,7,13,1027.2,94,73
,25/08/2020,9.1,10.6,0,0:00,W,6,11,1032,91,76
,26/08/2020,9,11,0,0:00,N,15,19,1028,84,65
,27/08/2020,9.4,10.5,1.4,21:30,W,19,32,1023.6,82,70
,28/08/2020,11.1,13.8,0,23:30,N,13,20,1028.7,74,58
,29/08/2020,13.5,15,0,23:50,N,28,35,1023.9,63,57
,30/08/2020,9.9,12.7,1,19:30,WSW,22,48,1020.7,92,61
,31/08/2020,8.8,10.3,0,19:40,SSE,11,13,1026.5,88,71
,1/09/2020,6.7,15.2,0,16:30,N,32,43,1024.9,88,42
,2/09/2020,12.1,21.8,0,15:20,N,43,63,1014.5,62,32
,3/09/2020,12.5,15,0,21:00,NW,17,30,1016.2,55,41
,4/09/2020,12.6,14.3,0,21:30,N,20,32,1015.8,62,56
,5/09/2020,8.2,12.1,0.2,0:00,NE,6,7,1024.1,95,65
,6/09/2020,12.6,15.5,0,22:30,N,13,17,1025.8,57,53
,7/09/2020,20.1,20.7,0,23:00,N,32,50,1020.4,58,52
,8/09/2020,11.6,13.8,1,22:00,S,13,20,1030.3,87,67
,9/09/2020,9.2,11.1,0,0:00,SSE,13,20,1030,86,68
,10/09/2020,11.8,17.5,0,22:30,N,9,15,1027.4,83,56
,11/09/2020,16.5,17.7,0,22:30,NNW,20,32,1026.2,55,50
,12/09/2020,12.7,13.2,8.8,23:30,NNE,13,17,1021.6,100,97
,13/09/2020,12.1,14.8,0,21:00,W,13,20,1025.6,76,55
,14/09/2020,9.1,11,0,23:30,W,7,9,1030.4,100,86
,15/09/2020,8.7,11.7,0,—,N,0,0,1026.5,100,84
,16/09/2020,13.2,18.6,0,22:30,WSW,9,15,1018.9,85,47
,17/09/2020,11.3,12.4,0,23:20,SSE,17,22,1029.4,91,78
,18/09/2020,11.4,14.4,0,—,N,0,0,1025.6,100,82
,19/09/2020,21,22.6,0,0:00,NNE,24,33,1013.4,54,48
,20/09/2020,19,19.7,0,23:00,N,24,37,1005.9,66,62
,21/09/2020,14.2,16.7,0,22:10,N,17,26,1006,49,46
,22/09/2020,11.9,13.4,0.2,0:00,NNW,17,24,1010.5,66,57
,23/09/2020,9.4,11,1.6,22:50,SW,17,26,1015.3,80,65
,24/09/2020,9.5,12.6,0.4,22:50,N,28,41,1008.6,84,49
,25/09/2020,7.1,8.8,2.2,22:30,WNW,17,28,1006.9,89,68
,26/09/2020,9.7,10.7,0.6,22:30,WNW,15,32,1019.1,82,72
,27/09/2020,8.1,10.1,0,20:00,S,7,11,1028.5,81,61
,28/09/2020,6.8,11.3,0,20:30,SSE,15,19,1027,89,68
,29/09/2020,15.6,17.5,0,22:00,NNE,11,17,1017.3,58,46
,30/09/2020,11.8,16.2,1.8,21:40,W,20,32,1011.6,88,74
,1/10/2020,14.5,16.5,0,23:00,N,20,28,1017.8,54,46
,2/10/2020,20.8,22.6,0,22:20,NNW,24,37,1016.7,54,44
,3/10/2020,14.8,26.3,0,21:00,SSW,15,30,1016.1,87,32
,4/10/2020,12.8,14.3,2.2,22:30,SSW,19,30,1013.2,100,96
,5/10/2020,9.5,11.9,1,20:30,SSE,11,17,1025.7,95,74
,6/10/2020,10.8,12.1,3,20:30,S,9,20,1023.3,100,100
,7/10/2020,13.2,13.8,1.6,19:30,WNW,7,11,1011.4,100,100
,8/10/2020,13.3,15,0.8,22:30,WNW,24,41,1007.8,81,63
,9/10/2020,11.1,14.7,0,19:00,WSW,15,28,1019.7,75,58
,10/10/2020,13.5,14.4,0,20:00,S,13,22,1020.8,79,66
,11/10/2020,10,13.7,0,23:00,SE,6,13,1023.8,82,55
,12/10/2020,19.4,22.5,0,19:30,N,19,32,1018.7,47,40
,13/10/2020,12.1,14.4,0,22:30,S,11,20,1025.8,94,72
,14/10/2020,16.1,18.8,0,22:20,NNE,13,15,1019.3,81,59
,15/10/2020,12,14.8,1.4,22:13,S,17,32,1018.7,100,85
,16/10/2020,13.5,14.4,2.8,22:18,N,11,13,1014.3,100,90
,17/10/2020,13.1,15.9,0,22:00,S,22,35,1013.7,88,56
,18/10/2020,12.6,13,0,22:00,S,13,20,1019.2,68,61
,19/10/2020,9.2,13.1,0,22:00,SSE,13,17,1020.3,91,69
,20/10/2020,11.6,14.2,0,19:30,S,15,20,1017.9,86,71
,21/10/2020,11.3,15.1,0,19:30,SSE,17,24,1017.7,88,62
,22/10/2020,13.6,17.2,0,19:40,SSE,15,22,1013.9,90,66
,23/10/2020,15.6,16.2,1.2,23:30,SSW,7,15,1004.4,100,100
,24/10/2020,9.7,12.3,6.2,23:40,SSW,26,37,1014.5,91,57
,25/10/2020,10.6,12.5,0,22:00,SE,22,35,1024.4,72,58
,26/10/2020,12.2,14.4,0,21:00,ESE,24,41,1024.5,68,53
,27/10/2020,13.4,16.5,0,19:30,ESE,24,39,1020.9,77,64
,28/10/2020,14.1,17.6,0,19:30,SW,7,15,1015.6,100,72
,29/10/2020,14.2,16.5,0,22:30,S,7,13,1011.7,91,69
,30/10/2020,14.7,17.2,0,22:27,SSE,19,26,1012.8,89,82
,31/10/2020,13.2,13.9,0,20:30,S,17,26,1020,84,78
,1/11/2020,11.7,14.9,0,19:30,SSW,15,24,1026,92,76
,2/11/2020,17,24.4,0,19:30,WNW,2,7,1023.4,92,43
,3/11/2020,24.6,28.6,0,19:30,NNE,15,22,1014.7,45,31
,4/11/2020,12.7,14.2,1.8,0:00,S,24,32,1016.9,81,68
,5/11/2020,12,13,0.2,23:00,S,15,20,1023.8,61,56
,6/11/2020,12.7,14.3,0,23:30,WSW,11,17,1022.6,71,62
,7/11/2020,11,13.7,0,19:40,S,19,26,1029.1,65,50
,8/11/2020,14.2,17.9,0,19:30,SW,11,17,1024.4,92,70
,9/11/2020,17.8,27.1,0,19:10,NNW,11,13,1019.6,74,32
,10/11/2020,24,30.4,0,19:10,NNE,17,22,1012.5,44,29
,11/11/2020,19.7,21.9,4,22:30,N,17,26,1005.7,85,64
,12/11/2020,18.6,21.3,0,19:00,NW,17,30,1005.3,60,47
,13/11/2020,14.2,17.8,0.2,19:40,SSW,20,30,1008.7,95,68
,14/11/2020,14.5,18.7,0,20:10,S,15,19,1012.8,80,51
,15/11/2020,29,31.1,0,0:00,N,30,54,1003.2,26,23
,16/11/2020,14.2,18,0,19:10,SW,24,41,1020.2,57,43
,17/11/2020,14.2,18,0,21:59,SSE,13,20,1024.4,72,59
,18/11/2020,18.7,26,0,19:10,S,17,20,1018.7,54,26
,19/11/2020,25.9,33.1,0,19:10,N,20,22,1011.3,28,12
,20/11/2020,14.6,17.6,0,18:50,SSW,15,24,1021.7,86,71
,21/11/2020,18.5,22.7,0,19:00,SW,7,9,1014.2,94,65
,22/11/2020,18.6,20.2,11,0:00,NNW,17,28,1012.7,100,85
