ServiceName,ServiceType,Address,Suburb,State,Postcode,Phone,full_address,Latitude,Longitude
Azza Family Day Care,Family Day Care,11 Rising Sun Pde,TARNEIT,VIC,3029,380860055,"11 Rising Sun Pde, TARNEIT, VIC, 3029, Australia",-37.8463851,144.6828452
BasicNeeds Family Day Care,Family Day Care,12 Frogmouth Ct,WILLIAMS LANDING,VIC,3027,393600993,"12 Frogmouth Ct, WILLIAMS LANDING, VIC, 3027, Australia",-37.8557995,144.7379335
Camp Australia - Alamanda K-9 College OSHC,Centre-Based Care,86-100 Alamanda Bvd,POINT COOK,VIC,3030,450776943,"86-100 Alamanda Bvd, POINT COOK, VIC, 3030, Australia",-37.9088434,144.7414876
Tarneit Central Kindergarten,Centre-Based Care,21-23 Brinbrook St,TARNEIT,VIC,3029,387422372,"21-23 Brinbrook St, TARNEIT, VIC, 3029, Australia",-37.836161,144.6797928
Queensberry Childrens Centre,Centre-Based Care,228 Queensberry Street,CARLTON,VIC,3053,383449470,"228 Queensberry Street, CARLTON, VIC, 3053, Australia",-37.8040712,144.9612427
Kensington Community Children's Centre,Centre-Based Care,81B Altona Street,KENSINGTON,VIC,3031,393764565,"81B Altona Street, KENSINGTON, VIC, 3031, Australia",-37.7971307,144.925456
Fawkner Park Children's Centre,Centre-Based Care,65 Toorak Road West,SOUTH YARRA,VIC,3141,398202758,"65 Toorak Road West, SOUTH YARRA, VIC, 3141, Australia",-37.8380165,144.9800366
Tommaso Fiaschi Child Care Centre,Centre-Based Care,59-65 Station St,CARLTON,VIC,3053,405696022,"59-65 Station St, CARLTON, VIC, 3053, Australia",-37.7960687,144.9740047
Swanston Street Children's Centre,Centre-Based Care,856 Swanston Street,CARLTON,VIC,3053,390354300,"856 Swanston Street, CARLTON, VIC, 3053, Australia",-37.7963049,144.9652077
Melton Uniting Kindergarten,Centre-Based Care,15 Yuille St,MELTON,VIC,3337,397434144,"15 Yuille St, MELTON, VIC, 3337, Australia",-37.6791398,144.5914669
Billy-beet Childcare & Kindergarten,Centre-Based Care,221 Coburns Road,MELTON,VIC,3337,397439443,"221 Coburns Road, MELTON, VIC, 3337, Australia",-37.6792178,144.5687115
Evesham Road Preschool,Centre-Based Care,75 Evesham Road,CHELTENHAM,VIC,3192,395836158,"75 Evesham Road, CHELTENHAM, VIC, 3192, Australia",-37.9698806,145.0682047
Olympic Avenue Kindergarten,Centre-Based Care,28 Olympic Avenue,CHELTENHAM,VIC,3192,395836166,"28 Olympic Avenue, CHELTENHAM, VIC, 3192, Australia",-37.9618377,145.0464401
Bruthen Street Kindergarten,Centre-Based Care,2 Bruthen Street,MOORABBIN,VIC,3189,385186308,"2 Bruthen Street, MOORABBIN, VIC, 3189, Australia",-37.9380731,145.0548936
Robin's Nest Early Learning Centre,Centre-Based Care,1158 Nepean Highway,CHELTENHAM,VIC,3192,395842430,"1158 Nepean Highway, CHELTENHAM, VIC, 3192, Australia",-37.9595896,145.0529943
Friendship Square Child Care & Kindergarten Co-op,Centre-Based Care,35 Friendship Square,CHELTENHAM,VIC,3192,395841889,"35 Friendship Square, CHELTENHAM, VIC, 3192, Australia",-37.9590948,145.0658162
St Helena Early Learning,Centre-Based Care,189 St Helena Rd,GREENSBOROUGH,VIC,3088,03 8594 0181,"189 St Helena Rd, GREENSBOROUGH, VIC, 3088, Australia",-37.6977552,145.1220166
MAYFIELD EARLY EDUCATION DANDENONG,Centre-Based Care,57-59 Stud Rd,DANDENONG,VIC,3175,397946763,"57-59 Stud Rd, DANDENONG, VIC, 3175, Australia",-37.9799125,145.2215287
Altona Early Years Hub,Centre-Based Care,103B Grieve Parade,ALTONA,VIC,3018,393150295,"103B Grieve Parade, ALTONA, VIC, 3018, Australia",-37.8661426,144.8180981
Kids Academy Melton,Centre-Based Care,1-7 Reserve Rd,MELTON,VIC,3337,370464812,"1-7 Reserve Rd, MELTON, VIC, 3337, Australia",-37.6860518,144.5919333
Kelly Club OSHC Oscar Romero Primary School,Centre-Based Care,1 Mackillop St,CRAIGIEBURN,VIC,3064,401021581,"1 Mackillop St, CRAIGIEBURN, VIC, 3064, Australia",-37.5815356,144.8952675
Aitken Hill Community Centre,Centre-Based Care,40 Waterview Bvd,CRAIGIEBURN,VIC,3064,393566778,"40 Waterview Bvd, CRAIGIEBURN, VIC, 3064, Australia",-37.6020297,144.9039982
All Kids Family Day Care,Family Day Care,17 Gravid St,WERRIBEE,VIC,3030,427314445,"17 Gravid St, WERRIBEE, VIC, 3030, Australia",-37.9166575,144.6459525
Hallam Early Learning,Centre-Based Care,87 Frawley Rd,HALLAM,VIC,3803,,"87 Frawley Rd, HALLAM, VIC, 3803, Australia",-38.0012606,145.2721415
Southern Cross Kindergarten,Centre-Based Care,1-21 David Collins Dr,ENDEAVOUR HILLS,VIC,3802,397000931,"1-21 David Collins Dr, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9888012,145.2652052
Paisley Park Early Learning Centre Malvern,Centre-Based Care,131-133 Waverley Rd,MALVERN EAST,VIC,3145,394110360,"131-133 Waverley Rd, MALVERN EAST, VIC, 3145, Australia",-37.8758837,145.0489731
St John's College Preston - VillageOSHC,Centre-Based Care,1 Blanch St,PRESTON,VIC,3072,,"1 Blanch St, PRESTON, VIC, 3072, Australia",-37.7470993,144.9990095
Glenroy Hub Children's Centre,Centre-Based Care,50-62 Wheatsheaf Road,GLENROY,VIC,3046,390389430,"50-62 Wheatsheaf Road, GLENROY, VIC, 3046, Australia",-37.7067467,144.9199717
Where We Grow ELC Glenroy,Centre-Based Care,42 William St,GLENROY,VIC,3046,393001447,"42 William St, GLENROY, VIC, 3046, Australia",-37.7082855,144.9087238
Camp Australia - Cheltenham Primary School OSHC,Centre-Based Care,Charman Road,CHELTENHAM,VIC,3192,478027314,"Charman Road, CHELTENHAM, VIC, 3192, Australia",-37.9713628,145.054567
YMCA Leisure City â€“ Childrenâ€™s Services Programs,Centre-Based Care,41-53 Miller St,EPPING,VIC,3076,394012222,"41-53 Miller St, EPPING, VIC, 3076, Australia",-37.6485624,145.0195995
Watsonia Heights PS TheirCare,Centre-Based Care,61 Henry Street,GREENSBOROUGH,VIC,3088,438522874,"61 Henry Street, GREENSBOROUGH, VIC, 3088, Australia",-37.7157102,145.0999569
"St Mary's Outside School Hours Care, Hampton",Centre-Based Care,59 Holyrood Street,HAMPTON,VIC,3188,493136478,"59 Holyrood Street, HAMPTON, VIC, 3188, Australia",-37.9330072,145.0005579
"St Peter's PS Epping Outside School Hours Care, Epping",Centre-Based Care,13 Davisson St,EPPING,VIC,3076,493136449,"13 Davisson St, EPPING, VIC, 3076, Australia",-37.6506208,145.0294458
Child's Play Point Cook,Centre-Based Care,11-17 Frankie Way,POINT COOK,VIC,3030,397494399,"11-17 Frankie Way, POINT COOK, VIC, 3030, Australia",-37.8882996,144.7186106
Banyan Fields PS TheirCare,Centre-Based Care,90 Cadles Road,CARRUM DOWNS,VIC,3201,1300072410,"90 Cadles Road, CARRUM DOWNS, VIC, 3201, Australia",-38.0948822,145.1867312
Park Hill Primary School- VillageOSHC,Centre-Based Care,Parkhill Drive,ASHWOOD,VIC,3147,1300366437,"Parkhill Drive, ASHWOOD, VIC, 3147, Australia",-37.8630915,145.1096746
Northwest Montessori Preschool,Centre-Based Care,174 O'Hea Street,COBURG,VIC,3058,413700913,"174 O'Hea Street, COBURG, VIC, 3058, Australia",-37.736735,144.9567986
Pascoe Vale North PS TheirCare,Centre-Based Care,17-29 Kent Rd,PASCOE VALE,VIC,3044,476003636,"17-29 Kent Rd, PASCOE VALE, VIC, 3044, Australia",-37.7215267,144.9484002
TeamKids - Kalinda Primary,Centre-Based Care,"Kalinda Primary School, 39-49 Kalinda Rd",RINGWOOD,VIC,3134,1300035000,"Kalinda Primary School, 39-49 Kalinda Rd, RINGWOOD, VIC, 3134, Australia",-37.7900741,145.2536598
Craigieburn PS TheirCare,Centre-Based Care,87-91 Grand Bvd,CRAIGIEBURN,VIC,3064,1300072410,"87-91 Grand Bvd, CRAIGIEBURN, VIC, 3064, Australia",-37.5827386,144.9326136
Our Kids,Centre-Based Care,203 Springvale Road,NUNAWADING,VIC,3131,03 9894 4123,"203 Springvale Road, NUNAWADING, VIC, 3131, Australia",-37.8223352,145.1756175
CRESCENT EARLY LEARNING CENTRE,Centre-Based Care,3 Florence Court,DANDENONG,VIC,3175,401584682,"3 Florence Court, DANDENONG, VIC, 3175, Australia",-37.9702978,145.2026503
Bright Early Learning Centre (Glen Waverley),Centre-Based Care,988-990 High Street Rd,GLEN WAVERLEY,VIC,3150,398021333,"988-990 High Street Rd, GLEN WAVERLEY, VIC, 3150, Australia",-37.8771339,145.1892564
Big Childcare - Heathdale Christian College OSHC,Centre-Based Care,"Heathdale Christian College, 175 Derrimut Rd",WERRIBEE,VIC,3030,1300273162,"Heathdale Christian College, 175 Derrimut Rd, WERRIBEE, VIC, 3030, Australia",-37.8812456,144.6805861
Norwood Kindergarten,Centre-Based Care,18A Notlen St,RINGWOOD,VIC,3134,343290445,"18A Notlen St, RINGWOOD, VIC, 3134, Australia",-37.8080577,145.228928
Sparrow Early Learning Tarneit,Centre-Based Care,20 Mercantour Bvd,TARNEIT,VIC,3029,387548097,"20 Mercantour Bvd, TARNEIT, VIC, 3029, Australia",-37.8437565,144.6660596
Lollypop Creek Kindergarten,Centre-Based Care,104 SHIPWRIGHT PDE,WERRIBEE,VIC,3030,473859367,"104 SHIPWRIGHT PDE, WERRIBEE, VIC, 3030, Australia",-37.9097295,144.6141008
Little Lambs Early Education Templestowe,Centre-Based Care,1 NILAND RISE,TEMPLESTOWE,VIC,3106,484045064,"1 NILAND RISE, TEMPLESTOWE, VIC, 3106, Australia",-37.7537327,145.1409066
Eunoia Education-Hampton Park,Centre-Based Care,9 WINNIMA AV,HAMPTON PARK,VIC,3976,,"9 WINNIMA AV, HAMPTON PARK, VIC, 3976, Australia",-38.029792,145.2557459
Green Kids Early Learning Endeavour Hills,Centre-Based Care,18 Cristata Avenue,ENDEAVOUR HILLS,VIC,3802,397007674,"18 Cristata Avenue, ENDEAVOUR HILLS, VIC, 3802, Australia",-37.9665052,145.2410038
Canberra Avenue Child Care & Kinder,Centre-Based Care,27-29 Canberra Ave,DANDENONG,VIC,3175,397912272,"27-29 Canberra Ave, DANDENONG, VIC, 3175, Australia",-37.9966962,145.2079092
Guardian Childcare & Education East Ivanhoe,Centre-Based Care,71 Lower Heidelberg Road,IVANHOE,VIC,3079,394997690,"71 Lower Heidelberg Road, IVANHOE, VIC, 3079, Australia",-37.771612,145.0471057
Ivanhoe Girls' Grammar Early Learning Centre,Centre-Based Care,18 Noel Street,IVANHOE,VIC,3079,394906216,"18 Noel Street, IVANHOE, VIC, 3079, Australia",-37.7665415,145.0460043
Lowther Hall Anglican Grammar School Kindergarten,Centre-Based Care,17 Leslie Road,ESSENDON,VIC,3040,393255000,"17 Leslie Road, ESSENDON, VIC, 3040, Australia",-37.7594518,144.9150253
One Tree Defence Childcare Unit Coventry,Centre-Based Care,32 Coventry St,SOUTHBANK,VIC,3006,499970080,"32 Coventry St, SOUTHBANK, VIC, 3006, Australia",-37.8288211,144.9694758
Yarra Valley Grammar School Early Learning Centre,Centre-Based Care,Kalinda Rd,RINGWOOD,VIC,3134,392627738,"Kalinda Rd, RINGWOOD, VIC, 3134, Australia",-37.7816453,145.2561413
Preshil - The Margaret Lyttle Memorial School,Centre-Based Care,395 Barkers Road,KEW,VIC,3101,398167911,"395 Barkers Road, KEW, VIC, 3101, Australia",-37.8160383,145.0522949
Melbourne Girls Grammar Early Learning Centre,Centre-Based Care,63 Clowes Street,SOUTH YARRA,VIC,3141,398629240,"63 Clowes Street, SOUTH YARRA, VIC, 3141, Australia",-37.8309273,144.9858444
Methodist Ladies College - Kindle,Centre-Based Care,207 Barkers Road,KEW,VIC,3101,03 9274 8190,"207 Barkers Road, KEW, VIC, 3101, Australia",-37.8137174,145.038613
Littlecroft Kindergarten,Centre-Based Care,51 The Strand,NARRE WARREN,VIC,3805,397042439,"51 The Strand, NARRE WARREN, VIC, 3805, Australia",-38.0693278,145.3009198
Explorers Early Learning - Williams Landing,Centre-Based Care,2 Fogarty Street,WILLIAMS LANDING,VIC,3027,370201900,"2 Fogarty Street, WILLIAMS LANDING, VIC, 3027, Australia",-37.8665185,144.7508185
Nino Early Learning Adventures - Ivanhoe,Centre-Based Care,27 Livingstone Street,IVANHOE,VIC,3079,90812166,"27 Livingstone Street, IVANHOE, VIC, 3079, Australia",-37.7673865,145.0396906
Bubup Nairm Children's Centre,Centre-Based Care,99B Carlisle Street,ST KILDA,VIC,3182,392096403,"99B Carlisle Street, ST KILDA, VIC, 3182, Australia",-37.8686628,144.9896805
Coburg Children's Centre Inc.,Centre-Based Care,1 Wardens Walk,COBURG,VIC,3058,393547633,"1 Wardens Walk, COBURG, VIC, 3058, Australia",-37.7399374,144.9687188
Busy Bees at Cranbourne,Centre-Based Care,1280 Thompsons Road,CRANBOURNE,VIC,3977,359956441,"1280 Thompsons Road, CRANBOURNE, VIC, 3977, Australia",-38.0832779,145.2800565
Starfish Early Learning Centre (Reservoir),Centre-Based Care,17 Rosenthal Cres,RESERVOIR,VIC,3073,394608200,"17 Rosenthal Cres, RESERVOIR, VIC, 3073, Australia",-37.7018602,145.003944
Kindoo,Centre-Based Care,8 Commercial Road,FERNTREE GULLY,VIC,3156,385957939,"8 Commercial Road, FERNTREE GULLY, VIC, 3156, Australia",-37.8794518,145.2824644
Kindy Patch Chelsea,Centre-Based Care,71 Blantyre Avenue,CHELSEA,VIC,3196,397723351,"71 Blantyre Avenue, CHELSEA, VIC, 3196, Australia",-38.0500585,145.1228965
Chelsea World of Learning 1,Centre-Based Care,29 Woodbine Grove,CHELSEA,VIC,3196,397760456,"29 Woodbine Grove, CHELSEA, VIC, 3196, Australia",-38.0537482,145.1213788
Derby Street Children's Centre,Centre-Based Care,122 Derby Street,PASCOE VALE,VIC,3044,03 9354 9995,"122 Derby Street, PASCOE VALE, VIC, 3044, Australia",-37.7257917,144.9470504
Kent Road Uniting Kindergarten,Centre-Based Care,Kent Road,PASCOE VALE,VIC,3044,393067647,"Kent Road, PASCOE VALE, VIC, 3044, Australia",-37.7199976,144.9389857
Shirley Robertson Childrens Centre,Centre-Based Care,1A Cameron Street,COBURG,VIC,3058,03 9383 3359,"1A Cameron Street, COBURG, VIC, 3058, Australia",-37.7527223,144.9624982
Anne Sgro Children's Centre,Centre-Based Care,45-47 May St,COBURG,VIC,3058,393543197,"45-47 May St, COBURG, VIC, 3058, Australia",-37.7342222,144.9608788
Barry Beckett Children's Centre,Centre-Based Care,12 Connolly Avenue,COBURG,VIC,3058,393546712,"12 Connolly Avenue, COBURG, VIC, 3058, Australia",-37.7364525,144.9809333
Moreland Kindergarten,Centre-Based Care,157-163 Moreland Rd,COBURG,VIC,3058,393863517,"157-163 Moreland Rd, COBURG, VIC, 3058, Australia",-37.7552829,144.9669084
Rupert Street Uniting Early Learning,Centre-Based Care,115-117 Rupert St,COLLINGWOOD,VIC,3066,394191094,"115-117 Rupert St, COLLINGWOOD, VIC, 3066, Australia",-37.8041688,144.9891618
Regans Road Kindergarten,Centre-Based Care,7 Regans Road,HAMPTON PARK,VIC,3976,397990717,"7 Regans Road, HAMPTON PARK, VIC, 3976, Australia",-38.0311611,145.2515648
Valley Brook Kindergarten,Centre-Based Care,2 Brook Court,HAMPTON PARK,VIC,3976,397990230,"2 Brook Court, HAMPTON PARK, VIC, 3976, Australia",-38.0290306,145.2638857
Clarendon Street Community Child Care Centre,Centre-Based Care,43A Clarendon Street,CRANBOURNE,VIC,3977,359966258,"43A Clarendon Street, CRANBOURNE, VIC, 3977, Australia",-38.1058795,145.2853341
Bowerbird Kindergarten,Centre-Based Care,136-138 Lyrebird Drive,CARRUM DOWNS,VIC,3201,397864995,"136-138 Lyrebird Drive, CARRUM DOWNS, VIC, 3201, Australia",-38.1109968,145.176831
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cranbourne Drive,Centre-Based Care,30 Cranbourne Drive,CRANBOURNE,VIC,3977,03 5996 1415,"30 Cranbourne Drive, CRANBOURNE, VIC, 3977, Australia",-38.1086036,145.2755642
Woodbine Road Preschool,Centre-Based Care,4 Woodbine Road,CRANBOURNE,VIC,3977,359969167,"4 Woodbine Road, CRANBOURNE, VIC, 3977, Australia",-38.0814487,145.2794321
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Cameron Street,Centre-Based Care,Cameron Street,CRANBOURNE,VIC,3977,03 5996 1415,"Cameron Street, CRANBOURNE, VIC, 3977, Australia",-38.116907,145.2891373
Rowellyn Preschool,Centre-Based Care,37 Rowellyn Avenue,CARRUM DOWNS,VIC,3201,397820700,"37 Rowellyn Avenue, CARRUM DOWNS, VIC, 3201, Australia",-38.1053784,145.1927847
Cranbourne Day Care & Kindergarten Centre Pty Ltd - The Barn,Centre-Based Care,2 Cooper Court,CRANBOURNE,VIC,3977,03 5996 1415,"2 Cooper Court, CRANBOURNE, VIC, 3977, Australia",-38.1143843,145.2881394
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Mundaring Drive,Centre-Based Care,18 Mundaring Drive,CRANBOURNE,VIC,3977,03 5996 1415,"18 Mundaring Drive, CRANBOURNE, VIC, 3977, Australia",-38.1073308,145.2810336
Kids Paradise Childcare Pty Ltd,Centre-Based Care,2-6 Fulmar St,CARRUM DOWNS,VIC,3201,03 9782 4711,"2-6 Fulmar St, CARRUM DOWNS, VIC, 3201, Australia",-38.1117462,145.1593563
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Duff Street,Centre-Based Care,3 Duff Street,CRANBOURNE,VIC,3977,359961415,"3 Duff Street, CRANBOURNE, VIC, 3977, Australia",-38.1012207,145.2795623
Brentwood Park Kindergarten,Centre-Based Care,25 Mandowie Crescent,CROYDON,VIC,3136,397233230,"25 Mandowie Crescent, CROYDON, VIC, 3136, Australia",-37.7903084,145.2998885
Hewish Road Child Care Centre,Centre-Based Care,78 Hewish Road,CROYDON,VIC,3136,397231892,"78 Hewish Road, CROYDON, VIC, 3136, Australia",-37.7972974,145.2900012
Dorset Early Learning & Kindergarten,Centre-Based Care,214-216 Dorset Rd,CROYDON,VIC,3136,397231271,"214-216 Dorset Rd, CROYDON, VIC, 3136, Australia",-37.7906878,145.2913931
Dandenong North East Kindergarten,Centre-Based Care,10 Ingrid Street,DANDENONG,VIC,3175,397920398,"10 Ingrid Street, DANDENONG, VIC, 3175, Australia",-37.9711843,145.2205342
Dandenong North Preschool,Centre-Based Care,70A McFees Road,DANDENONG,VIC,3175,397929003,"70A McFees Road, DANDENONG, VIC, 3175, Australia",-37.9646228,145.2197252
"St Mary of the Cross OSHC, Point Cook",Centre-Based Care,70 Carrick St,POINT COOK,VIC,3030,493213746,"70 Carrick St, POINT COOK, VIC, 3030, Australia",-37.908833,144.7657536
STARFISH EARLY LEARNING CENTRE (NUNAWADING),Centre-Based Care,28 Mountain View Rd,NUNAWADING,VIC,3131,398941688,"28 Mountain View Rd, NUNAWADING, VIC, 3131, Australia",-37.8113739,145.171413
Newbury Child and Community Centre,Centre-Based Care,450 Grand Boulevard,CRAIGIEBURN,VIC,3064,436928811,"450 Grand Boulevard, CRAIGIEBURN, VIC, 3064, Australia",-37.5710818,144.9071024
Christ Church Grammar OSHC - Extend,Centre-Based Care,677 Punt Road,SOUTH YARRA,VIC,3141,1300366437,"677 Punt Road, SOUTH YARRA, VIC, 3141, Australia",-37.8386354,144.9858808
Camp Australia - St Gregory the Great School OSHC,Centre-Based Care,396 Manningham Road,DONCASTER,VIC,3108,413594035,"396 Manningham Road, DONCASTER, VIC, 3108, Australia",-37.7744705,145.114969
Donvale Primary School- VillageOSHC,Centre-Based Care,4 Elata Street,DONVALE,VIC,3111,1300366437,"4 Elata Street, DONVALE, VIC, 3111, Australia",-37.8002218,145.1742833
Camp Australia - St Leonards Primary School OSHC,Centre-Based Care,349 Springvale Road,GLEN WAVERLEY,VIC,3150,413597873,"349 Springvale Road, GLEN WAVERLEY, VIC, 3150, Australia",-37.8854842,145.1646773
Camp Australia - Camelot Rise Primary School OSHC,Centre-Based Care,Galahad Crescent,GLEN WAVERLEY,VIC,3150,438593298,"Galahad Crescent, GLEN WAVERLEY, VIC, 3150, Australia",-37.8647512,145.1852622
Camp Australia - St Andrews Primary School OSHC,Centre-Based Care,110 Greaves Street North,WERRIBEE,VIC,3030,412001494,"110 Greaves Street North, WERRIBEE, VIC, 3030, Australia",-37.9014919,144.6508502
Ferntree Gully North PS TheirCare,Centre-Based Care,111 Forest Road,FERNTREE GULLY,VIC,3156,423794680,"111 Forest Road, FERNTREE GULLY, VIC, 3156, Australia",-37.874643,145.29849
TeamKids - Jells Park Primary,Centre-Based Care,Petronella Avenue,WHEELERS HILL,VIC,3150,1300035000,"Petronella Avenue, WHEELERS HILL, VIC, 3150, Australia",-37.9052777,145.1961041
Camp Australia - Mountain Gate Primary School OSHC,Centre-Based Care,Adele Avenue,FERNTREE GULLY,VIC,3156,450776540,"Adele Avenue, FERNTREE GULLY, VIC, 3156, Australia",-37.8868059,145.2676557
Camp Australia - Scotch College OSHC,Centre-Based Care,Callantina Rd,HAWTHORN,VIC,3122,401385843,"Callantina Rd, HAWTHORN, VIC, 3122, Australia",-37.8331997,145.0320307
Camp Australia - Glen Waverley Primary School OSHC,Centre-Based Care,774 High Street,GLEN WAVERLEY,VIC,3150,422009098,"774 High Street, GLEN WAVERLEY, VIC, 3150, Australia",-37.8753827,145.1684895
Kelly Club OSHC Aitken College,Centre-Based Care,1010 Mickleham Road,GREENVALE,VIC,3059,467772667,"1010 Mickleham Road, GREENVALE, VIC, 3059, Australia",-37.627337,144.8881929
TeamKids - Brandon Park Primary,Centre-Based Care,Cootamundra Drive,WHEELERS HILL,VIC,3150,1300035000,"Cootamundra Drive, WHEELERS HILL, VIC, 3150, Australia",-37.9076479,145.1712517
Camp Australia - Glendal Primary School OSHC,Centre-Based Care,55 Nottingham Street,GLEN WAVERLEY,VIC,3150,423794695,"55 Nottingham Street, GLEN WAVERLEY, VIC, 3150, Australia",-37.866788,145.1576859
Camp Australia - Ivanhoe Grammar OSHC,Centre-Based Care,The Ridgeway,IVANHOE,VIC,3079,401053531,"The Ridgeway, IVANHOE, VIC, 3079, Australia",-37.7737064,145.0439063
After The Bell Aus- Ruyton Girls School,Centre-Based Care,12 Selbourne Road,KEW,VIC,3101,397586744,"12 Selbourne Road, KEW, VIC, 3101, Australia",-37.8114087,145.0393991
Camp Australia - Genazzano Girls School OSHC,Centre-Based Care,301 Cotham Road,KEW,VIC,3101,413944342,"301 Cotham Road, KEW, VIC, 3101, Australia",-37.8083529,145.0560364
St Therese's Primary YMCA Outside School Hours Care,Centre-Based Care,Albion Street,KENNINGTON,VIC,3550,,"Albion Street, KENNINGTON, VIC, 3550, Australia",-36.7679363,144.2970023
Carey Donvale OSHClub,Centre-Based Care,9 Era Court,DONVALE,VIC,3111,431532200,"9 Era Court, DONVALE, VIC, 3111, Australia",-37.772439,145.1856673
Reservoir West PS TheirCare,Centre-Based Care,5a Carrington Road,RESERVOIR,VIC,3073,394785238,"5a Carrington Road, RESERVOIR, VIC, 3073, Australia",-37.7229788,144.9901913
Camp Australia - St Joachims Primary School OSHC,Centre-Based Care,25 Broderick Road,CARRUM DOWNS,VIC,3201,423793628,"25 Broderick Road, CARRUM DOWNS, VIC, 3201, Australia",-38.1029037,145.1785215
Oakbrook Kindergarten,Centre-Based Care,36 Holroyd Drive,EPPING,VIC,3076,394011695,"36 Holroyd Drive, EPPING, VIC, 3076, Australia",-37.6574156,145.0329745
Camp Australia - Werribee Primary School OSHC,Centre-Based Care,Deutgam Street,WERRIBEE,VIC,3030,403039487,"Deutgam Street, WERRIBEE, VIC, 3030, Australia",-37.9074314,144.6581086
Camp Australia - Oatlands Primary School OSHC,Centre-Based Care,79-93 Kurrajong Rd,NARRE WARREN,VIC,3805,452247965,"79-93 Kurrajong Rd, NARRE WARREN, VIC, 3805, Australia",-38.0071399,145.3153909
Mount View PS TheirCare,Centre-Based Care,Shepherd Rd,GLEN WAVERLEY,VIC,3150,419126321,"Shepherd Rd, GLEN WAVERLEY, VIC, 3150, Australia",-37.8839343,145.1837311
TeamKids - Greenhills Primary,Centre-Based Care,8 Mine Street,GREENSBOROUGH,VIC,3088,1300035000,"8 Mine Street, GREENSBOROUGH, VIC, 3088, Australia",-37.6939561,145.1178877
Epping Views Primary School OSHC,Centre-Based Care,20 Mansfield Street,EPPING,VIC,3076,384013791,"20 Mansfield Street, EPPING, VIC, 3076, Australia",-37.6291999,145.0240465
HAPPY SPROUTS EARLY LEARNING,Centre-Based Care,505 Mt Ridley Rd,CRAIGIEBURN,VIC,3064,370689858,"505 Mt Ridley Rd, CRAIGIEBURN, VIC, 3064, Australia",-37.5644106,144.895214
Explorers Early Learning - Werribee,Centre-Based Care,28 Scotsburn Gr,WERRIBEE,VIC,3030,392483000,"28 Scotsburn Gr, WERRIBEE, VIC, 3030, Australia",-37.8972804,144.660765
Nido Early School Bulleen,Centre-Based Care,29 Manningham Rd,BULLEEN,VIC,3105,390391922,"29 Manningham Rd, BULLEEN, VIC, 3105, Australia",-37.7635721,145.0852418
Newlands OSHClub,Centre-Based Care,2-26 Murphy St,PRESTON,VIC,3072,1300035000,"2-26 Murphy St, PRESTON, VIC, 3072, Australia",-37.7298156,144.9854531
Yallabirrang Kindergarten,Centre-Based Care,"Collingwood College, 1-7 McCutcheon Way",COLLINGWOOD,VIC,3066,392055465,"Collingwood College, 1-7 McCutcheon Way, COLLINGWOOD, VIC, 3066, Australia",-37.8028442,144.9907114
Point Cook Montessori Centre Pty Ltd,Centre-Based Care,13-19 Boardwalk Bvd,POINT COOK,VIC,3030,383531299,"13-19 Boardwalk Bvd, POINT COOK, VIC, 3030, Australia",-37.8792355,144.736218
Early Years at MC Square,Centre-Based Care,687 Doncaster Rd,DONCASTER,VIC,3108,398409255,"687 Doncaster Rd, DONCASTER, VIC, 3108, Australia",-37.7870385,145.1313092
Headstart Early Learning Centre Hughesdale,Centre-Based Care,105A Kangaroo Road,HUGHESDALE,VIC,3166,395681984,"105A Kangaroo Road, HUGHESDALE, VIC, 3166, Australia",-37.8996069,145.0797427
Bubbles Pre-School,Centre-Based Care,168-172 Waverley Rd,MALVERN EAST,VIC,3145,395721995,"168-172 Waverley Rd, MALVERN EAST, VIC, 3145, Australia",-37.8765059,145.0512765
Goodstart Early Learning Preston â€“ Dalgety Street,Centre-Based Care,15 Dalgety St,PRESTON,VIC,3072,399764722,"15 Dalgety St, PRESTON, VIC, 3072, Australia",-37.7423288,145.0047094
Riverwalk Primary School Kindergarten,Centre-Based Care,"Riverwalk Primary School, 56 Timbarra Dr",WERRIBEE,VIC,3030,391128060,"Riverwalk Primary School, 56 Timbarra Dr, WERRIBEE, VIC, 3030, Australia",-37.9217808,144.6385099
Inspire Early Learning Journey Moorabbin,Centre-Based Care,254 Chesterville Rd,MOORABBIN,VIC,3189,395515999,"254 Chesterville Rd, MOORABBIN, VIC, 3189, Australia",-37.9414281,145.060487
SchoolsOUT! Keelonith Primary,Centre-Based Care,1 Blossom Dr,GREENVALE,VIC,3059,498841359,"1 Blossom Dr, GREENVALE, VIC, 3059, Australia",-37.6270471,144.8778753
Imagine Childcare and Kindergarten Coburg,Centre-Based Care,311-321 Sydney Rd,COBURG,VIC,3058,393845004,"311-321 Sydney Rd, COBURG, VIC, 3058, Australia",-37.7400394,144.9667515
Little Lane Early Learning Box Hill,Centre-Based Care,757 Station St,BOX HILL,VIC,3128,388499243,"757 Station St, BOX HILL, VIC, 3128, Australia",-37.8138846,145.1245418
