ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Address,Latitude,Longitude
Guardian Childcare & Education Preston West,SLK TRADING MURRAY ROAD PTY LTD,Centre-Based Care,391 Murray Road,PRESTON,VIC,3072,390690545,"391 Murray Road, PRESTON, VIC, 3072, Australia",-37.7371992,144.9941375
Only About Children Woodlea,Only About Children Pty Ltd,Centre-Based Care,23 Ferneley View,AINTREE,VIC,3336,397471740,"23 Ferneley View, AINTREE, VIC, 3336, Australia",-37.7212856,144.6653478
Delacombe Primary School,DELACOMBE PRIMARY SCHOOL COUNCIL,Centre-Based Care,"Delacombe Primary School, 110-120 Greenhalghs Rd",DELACOMBE,VIC,3356,353356103,"Delacombe Primary School, 110-120 Greenhalghs Rd, DELACOMBE, VIC, 3356, Australia",-37.5848636,143.8182102
Guardian Truganina Childcare and Education,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,72 Clearwood Drive,TRUGANINA,VIC,3029,386092324,"72 Clearwood Drive, TRUGANINA, VIC, 3029, Australia",-37.8376659,144.7196514
TeamKids - Baxter Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,"Baxter Primary School, 120 Grant Rd",BAXTER,VIC,3911,1300035000,"Baxter Primary School, 120 Grant Rd, BAXTER, VIC, 3911, Australia",,
Bridge Kids Early Learning by Guardian,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,12 Bridge St,ELTHAM,VIC,3095,394397244,"12 Bridge St, ELTHAM, VIC, 3095, Australia",-37.7183238,145.1388292
YMCA Ballarat - Bacchus Marsh Grammar,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,"Bacchus Marsh Grammar School, 37 South Maddingley Rd",MADDINGLEY,VIC,3340,438154842,"Bacchus Marsh Grammar School, 37 South Maddingley Rd, MADDINGLEY, VIC, 3340, Australia",-37.6914216,144.4337731
Broadmeadows Early Learning Centre,Kidz Paradise Day Care Centre Pty Limited,Centre-Based Care,393 Camp Rd,BROADMEADOWS,VIC,3047,391919580,"393 Camp Rd, BROADMEADOWS, VIC, 3047, Australia",-37.6859115,144.9239589
Yarram Early Learning,Yarram Early Learning Inc,Centre-Based Care,"Yarram Primary School, 2-14 Wesley St",YARRAM,VIC,3971,351825190,"Yarram Primary School, 2-14 Wesley St, YARRAM, VIC, 3971, Australia",-38.5583434,146.6749852
Nido Early School Montrose,Think Childcare Services Pty Ltd,Centre-Based Care,12 Leith Rd,MONTROSE,VIC,3765,390688179,"12 Leith Rd, MONTROSE, VIC, 3765, Australia",-37.8095164,145.3442679
Brighthouse Early Learning Armstrong Creek,Evolve Early Education Pty Ltd,Centre-Based Care,69-71 Central Bvd,ARMSTRONG CREEK,VIC,3217,352641722,"69-71 Central Bvd, ARMSTRONG CREEK, VIC, 3217, Australia",-38.2324199,144.3689761
Story House Early Learning Clyde North,Kids House Early Learning Pty Ltd,Centre-Based Care,1-3 Selandra Boulevard,CLYDE NORTH,VIC,3978,359990697,"1-3 Selandra Boulevard, CLYDE NORTH, VIC, 3978, Australia",-38.108823,145.3244651
Journey Early Learning Centre - Burwood,Journey ELC Pty Ltd,Centre-Based Care,3-5 Starling St,BURWOOD,VIC,3125,387466922,"3-5 Starling St, BURWOOD, VIC, 3125, Australia",-37.8521953,145.1267136
"Our Lady of Good Counsel OSHC, Deepdene",MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,Centre-Based Care,12 Whitehorse Road,DEEPDENE,VIC,3103,493214170,"12 Whitehorse Road, DEEPDENE, VIC, 3103, Australia",-37.8114601,145.0698677
Little Saints Early Learning Centre - Traralgon,Davmat Investments Pty Ltd,Centre-Based Care,94 Park Lane,TRARALGON,VIC,3844,351729855,"94 Park Lane, TRARALGON, VIC, 3844, Australia",-38.1805704,146.5505334
Nido Early School Bayswater North,Think Childcare Services Pty Ltd,Centre-Based Care,187 Canterbury Rd,BAYSWATER NORTH,VIC,3153,385939436,"187 Canterbury Rd, BAYSWATER NORTH, VIC, 3153, Australia",-37.82751,145.2834668
Aspire Early Education Atherstone Estate,ATHERSTONE EARLY LEARNING CENTRE PTY LTD,Centre-Based Care,1 Ladbroke St,STRATHTULLOH,VIC,3338,1800978429,"1 Ladbroke St, STRATHTULLOH, VIC, 3338, Australia",-37.7164592,144.5955903
Busy Bees at Craigieburn,Baker Street Childcare Education Pty Ltd,Centre-Based Care,40 Hothlyn Drive,CRAIGIEBURN,VIC,3064,390688173,"40 Hothlyn Drive, CRAIGIEBURN, VIC, 3064, Australia",-37.6013413,144.9427303
Warrnambool City Council OSHC After School Care,Warrnambool City Council,Centre-Based Care,"St Josephs Primary School, 70 Botanic Rd",WARRNAMBOOL,VIC,3280,355594555,"St Josephs Primary School, 70 Botanic Rd, WARRNAMBOOL, VIC, 3280, Australia",,
3C Kidzcare St Andrews,Casey City Church Inc,Centre-Based Care,130 Tyner Rd,WANTIRNA SOUTH,VIC,3152,387903921,"130 Tyner Rd, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8738607,145.2448384
St Albans West Preschool,Early Childhood Management Services Inc,Centre-Based Care,Cnr Andrew Rd & Stevens Rd,ST ALBANS,VIC,3021,393671316,"Cnr Andrew Rd & Stevens Rd, ST ALBANS, VIC, 3021, Australia",,
St Albans North Preschool,Early Childhood Management Services Inc,Centre-Based Care,42 Fox Street,ST ALBANS NORTH,VIC,3021,393671826,"42 Fox Street, ST ALBANS NORTH, VIC, 3021, Australia",,
Keilor Park Preschool,Early Childhood Management Services Inc,Centre-Based Care,Thea Ct,KEILOR PARK,VIC,3042,393363758,"Thea Ct, KEILOR PARK, VIC, 3042, Australia",-37.7202858,144.8579458
Dawson Street Preschool,Hume City Council,Centre-Based Care,27A Dawson Street,TULLAMARINE,VIC,3043,393380060,"27A Dawson Street, TULLAMARINE, VIC, 3043, Australia",-37.7008964,144.8771781
Milleara Gardens Kindergarten,Moonee Valley City Council,Centre-Based Care,78 Park Drive,KEILOR EAST,VIC,3033,392431577,"78 Park Drive, KEILOR EAST, VIC, 3033, Australia",-37.7462196,144.8551317
Kings Park Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,24 Maplewood Road,KINGS PARK,VIC,3021,393666692,"24 Maplewood Road, KINGS PARK, VIC, 3021, Australia",-37.7316712,144.7751642
Keilor Gatehouse,Early Childhood Management Services Inc,Centre-Based Care,Parramatta Road,KEILOR,VIC,3036,393363270,"Parramatta Road, KEILOR, VIC, 3036, Australia",-37.7148408,144.8213318
Keilor Downs Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,Antwerp Drive,KEILOR DOWNS,VIC,3038,393661945,"Antwerp Drive, KEILOR DOWNS, VIC, 3038, Australia",-37.722791,144.8106503
Taylors Lakes Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,Cnr Cocoparra Cres & Grampians Crt,TAYLORS LAKES,VIC,3038,393903589,"Cnr Cocoparra Cres & Grampians Crt, TAYLORS LAKES, VIC, 3038, Australia",,
Small Steps Early Learning Centre,HARVIC PTY. LTD.,Centre-Based Care,89 Lady Nelson Way,KEILOR DOWNS,VIC,3038,393671114,"89 Lady Nelson Way, KEILOR DOWNS, VIC, 3038, Australia",-37.7124683,144.7929567
Airport West Early Learning Co-operative,Airport West Child Care Centre Co-operative Ltd,Centre-Based Care,4 Clydesdale Road,AIRPORT WEST,VIC,3042,393742202,"4 Clydesdale Road, AIRPORT WEST, VIC, 3042, Australia",-37.7282953,144.8802991
Remus Way Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,Cnr Remus Way & Fastnet Dr,TAYLORS LAKES,VIC,3038,393908542,"Cnr Remus Way & Fastnet Dr, TAYLORS LAKES, VIC, 3038, Australia",,
Remus Way Children's Centre,Remus Way Children's Centre Inc,Centre-Based Care,4 Remus Way,TAYLORS LAKES,VIC,3038,393909561,"4 Remus Way, TAYLORS LAKES, VIC, 3038, Australia",-37.7059939,144.78572
Sydenham Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,7 Community Hub,SYDENHAM,VIC,3037,383483501,"7 Community Hub, SYDENHAM, VIC, 3037, Australia",-37.7016636,144.7616822
Delahey Children's Centre,Brimbank Preschool Association Inc,Centre-Based Care,Copperfield Drive,DELAHEY,VIC,3037,03 9307 0488,"Copperfield Drive, DELAHEY, VIC, 3037, Australia",-37.7155119,144.7725876
Copperfields Preschool,Early Childhood Management Services Inc,Centre-Based Care,Copperfield Drive,DELAHEY,VIC,3037,393077805,"Copperfield Drive, DELAHEY, VIC, 3037, Australia",-37.7155119,144.7725876
Monmia Preschool,Early Childhood Management Services Inc,Centre-Based Care,Cnr Copernicus Way & Roseberry Avenue,KEILOR DOWNS,VIC,3038,393672460,"Cnr Copernicus Way & Roseberry Avenue, KEILOR DOWNS, VIC, 3038, Australia",,
Grace St Early Learning Centre,Senabil Pty Ltd the trustee for ABDULHAI FAMILY TRUST,Centre-Based Care,24-26 Grace Street,ST ALBANS,VIC,3021,03 9364 5832,"24-26 Grace Street, ST ALBANS, VIC, 3021, Australia",-37.7347528,144.8122623
Oarsome Drive Childcare Centre,SFYP World Best Pty Ltd,Centre-Based Care,39-41 Oarsome Dr,DELAHEY,VIC,3037,393108611,"39-41 Oarsome Dr, DELAHEY, VIC, 3037, Australia",-37.7127177,144.7791729
Davis Street Kindergarten,Davis Street Kindergarten Assoc Inc,Centre-Based Care,40 Davis Street,KEW,VIC,3101,398171492,"40 Davis Street, KEW, VIC, 3101, Australia",-37.8106741,145.0466545
J J Mcmahon Memorial Kindergarten,JJ McMahon Memorial Kindergarten Inc,Centre-Based Care,16A Argyle Road,KEW,VIC,3101,398173624,"16A Argyle Road, KEW, VIC, 3101, Australia",-37.8035318,145.0514175
Studley Park Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,31 Stawell Street,KEW,VIC,3101,343290449,"31 Stawell Street, KEW, VIC, 3101, Australia",-37.8053809,145.0233845
Glass Street Kindergarten Assoc Inc,Glass Street Kindergarten Association Inc,Centre-Based Care,16A Glass Street,KEW EAST,VIC,3102,393093705,"16A Glass Street, KEW EAST, VIC, 3102, Australia",-37.7940846,145.0602538
Ruyton Early Learning Kindergarten & Pre Prep,Ruyton,Centre-Based Care,12 Selbourne Road,KEW,VIC,3101,392909350,"12 Selbourne Road, KEW, VIC, 3101, Australia",-37.8114087,145.0393991
North Kew Kindergarten,North Kew Kindergarten Inc,Centre-Based Care,152 Pakington Street,KEW NORTH,VIC,3101,398538294,"152 Pakington Street, KEW NORTH, VIC, 3101, Australia",,
Argyle Road Child Care Centre,The Trustee for Argyle Road Child Care Centre Unit Trust,Centre-Based Care,14 Argyle Road,KEW,VIC,3101,398173467,"14 Argyle Road, KEW, VIC, 3101, Australia",-37.8034682,145.0509569
Belford Oaks Community Children's Centre,Kew Full Day Care Centre Inc,Centre-Based Care,3 Belford Road,KEW,VIC,3101,398597148,"3 Belford Road, KEW, VIC, 3101, Australia",-37.8009357,145.0464374
Peppercorn Early Learning Centre,G8 Education Limited,Centre-Based Care,102 Princess Street,KEW,VIC,3101,398535260,"102 Princess Street, KEW, VIC, 3101, Australia",-37.8006786,145.0303022
Carey Early Learning Centre Kew,Carey Baptist Grammar School Ltd,Centre-Based Care,24 Wrixon Street,KEW,VIC,3101,03 9816 1411,"24 Wrixon Street, KEW, VIC, 3101, Australia",-37.81467,145.0466799
Wallan Kindergarten,Mitchell Shire Council,Centre-Based Care,42-80 Bentinck St,WALLAN,VIC,3756,357831616,"42-80 Bentinck St, WALLAN, VIC, 3756, Australia",-37.4135273,144.9815516
Wandong Kindergarten,Mitchell Shire Council,Centre-Based Care,Dry Creek Cres,WANDONG,VIC,3758,357871490,"Dry Creek Cres, WANDONG, VIC, 3758, Australia",-37.3588217,145.0311784
Alchester Village Preschool,Alchester Village Preschool Inc,Centre-Based Care,30 Lockwoods Road,BORONIA,VIC,3155,397628178,"30 Lockwoods Road, BORONIA, VIC, 3155, Australia",-37.8464002,145.2950811
Cooinda Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,21 Dinsdale Road,BORONIA WEST,VIC,3155,388305665,"21 Dinsdale Road, BORONIA WEST, VIC, 3155, Australia",,
KU Alexander Magit Kindergarten,KU Children's Services,Centre-Based Care,11 Harwell Road,FERNTREE GULLY,VIC,3156,397583541,"11 Harwell Road, FERNTREE GULLY, VIC, 3156, Australia",-37.8866296,145.2702309
Jacobs Early Learning Centre,Jacobs Early Learning Centre Pty Ltd,Centre-Based Care,8 Jacob Drive,ROWVILLE,VIC,3178,03 9752 7436,"8 Jacob Drive, ROWVILLE, VIC, 3178, Australia",-37.9122206,145.2674225
Swinburne Children's Centre Wantirna,Lilydale Community Child Care Inc,Centre-Based Care,369 Stud Road,WANTIRNA SOUTH,VIC,3152,398871564,"369 Stud Road, WANTIRNA SOUTH, VIC, 3152, Australia",-37.864456,145.23764
Bena Angliss Kindergarten,One Tree Community Services Inc,Centre-Based Care,30b Forest Road,FERNTREE GULLY,VIC,3156,397581894,"30b Forest Road, FERNTREE GULLY, VIC, 3156, Australia",-37.8844646,145.2974121
Wattleview Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,17 Fuchsia Street,FERNTREE GULLY,VIC,3156,387995090,"17 Fuchsia Street, FERNTREE GULLY, VIC, 3156, Australia",-37.875187,145.276808
KU FW Kerr Kindergarten,KU Children's Services,Centre-Based Care,15 Roberts Street,FERNTREE GULLY,VIC,3156,397582069,"15 Roberts Street, FERNTREE GULLY, VIC, 3156, Australia",-37.8952285,145.289039
KU Knoxfield Kindergarten,KU Children's Services,Centre-Based Care,81 Anne Road,KNOXFIELD,VIC,3180,397637200,"81 Anne Road, KNOXFIELD, VIC, 3180, Australia",-37.8891057,145.2481166
The Basin Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,385 Forest Road,THE BASIN,VIC,3154,387995097,"385 Forest Road, THE BASIN, VIC, 3154, Australia",-37.8563925,145.3145206
Discovery Bay Early Learning and Kindergarten Rowville,DISCOVERY BAY GROUP PTY LTD,Centre-Based Care,197-199 Murrindal Dr,ROWVILLE,VIC,3178,397596133,"197-199 Murrindal Dr, ROWVILLE, VIC, 3178, Australia",-37.9072564,145.2643872
Haering Road Kindergarten,One Tree Community Services Inc,Centre-Based Care,17 Haering Road,BORONIA,VIC,3155,397290097,"17 Haering Road, BORONIA, VIC, 3155, Australia",-37.8549765,145.2704458
KU Mariemont Kindergarten,KU Children's Services,Centre-Based Care,9 Mariemont Avenue,WANTIRNA SOUTH,VIC,3152,408667697,"9 Mariemont Avenue, WANTIRNA SOUTH, VIC, 3152, Australia",,
Scoresby Village Childcare,TKNA PTY LTD,Centre-Based Care,1315 Ferntree Gully Road,SCORESBY,VIC,3179,03 9763 8306,"1315 Ferntree Gully Road, SCORESBY, VIC, 3179, Australia",-37.8988985,145.2283757
Billoo Park Kindergarten,One Tree Community Services Inc,Centre-Based Care,40 Birchfield Crescent,WANTIRNA,VIC,3152,397632469,"40 Birchfield Crescent, WANTIRNA, VIC, 3152, Australia",-37.8629238,145.2325115
KU Riddell Road Kindergarten,KU Children's Services,Centre-Based Care,36 Riddell Road,WANTIRNA SOUTH,VIC,3152,397583541,"36 Riddell Road, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8805633,145.2435924
Flamingo Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,21 Merryn Grove,WANTIRNA SOUTH,VIC,3152,388305668,"21 Merryn Grove, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8681991,145.2229026
Colchester Park Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,8A Beresford Drive,BORONIA,VIC,3155,397611018,"8A Beresford Drive, BORONIA, VIC, 3155, Australia",-37.8483583,145.3054578
KU The Fields Kindergarten,KU Children's Services,Centre-Based Care,Pitfield Crescent,ROWVILLE,VIC,3178,397529531,"Pitfield Crescent, ROWVILLE, VIC, 3178, Australia",-37.9233579,145.2583026
Amaroo Child Care Centre,Supasoft Pty Ltd,Centre-Based Care,65 Dorset Road,FERNTREE GULLY,VIC,3156,03 9758 1171,"65 Dorset Road, FERNTREE GULLY, VIC, 3156, Australia",-37.8782114,145.2842658
Magic Garden Child Care Centre,Magic Garden Childcare Centre Pty Ltd as Trustee for the MacKenzie Family Trust,Centre-Based Care,1 Linda Crescent,FERNTREE GULLY,VIC,3156,397581832,"1 Linda Crescent, FERNTREE GULLY, VIC, 3156, Australia",-37.8699705,145.2628551
Murrindal Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,100 Murrindal Drive,ROWVILLE,VIC,3178,387995094,"100 Murrindal Drive, ROWVILLE, VIC, 3178, Australia",-37.910218,145.2721012
Liberty Avenue Kindergarten,LIBERTY AVENUE 3YO KINDERGARTEN INC,Centre-Based Care,77 Liberty Avenue,ROWVILLE,VIC,3178,397644746,"77 Liberty Avenue, ROWVILLE, VIC, 3178, Australia",-37.9306381,145.2429517
Johnson and Friends Childcare & Kinder,BB GLOBAL VICTORIA PTY LTD,Centre-Based Care,779 Burwood Highway,FERNTREE GULLY,VIC,3156,397581217,"779 Burwood Highway, FERNTREE GULLY, VIC, 3156, Australia",-37.8803469,145.2715931
Inglewood Kindergarten,Loddon Shire Council,Centre-Based Care,75A Grant Street,INGLEWOOD,VIC,3517,354383533,"75A Grant Street, INGLEWOOD, VIC, 3517, Australia",-36.5740261,143.8690002
Wedderburn Preschool,Loddon Shire Council,Centre-Based Care,77 Ridge Street,WEDDERBURN,VIC,3518,,"77 Ridge Street, WEDDERBURN, VIC, 3518, Australia",-36.4181455,143.6096234
Loch & District Preschool Centre,Loch & District Preschool Centre Inc,Centre-Based Care,18 Smith Street,LOCH,VIC,3945,03 5659 4200,"18 Smith Street, LOCH, VIC, 3945, Australia",-38.3700216,145.7072979
Poowong Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,12 Ranceby Road,POOWONG,VIC,3988,356592367,"12 Ranceby Road, POOWONG, VIC, 3988, Australia",-38.342956,145.7649934
Goroke Preschool,West Wimmera Shire Council,Centre-Based Care,9 Compston Street,GOROKE,VIC,3412,353861113,"9 Compston Street, GOROKE, VIC, 3412, Australia",-36.7200459,141.4768243
Shine Bright Kyabram Municipal Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,148B Fenaughty Street,KYABRAM,VIC,3620,358521631,"148B Fenaughty Street, KYABRAM, VIC, 3620, Australia",-36.3147576,145.0507917
Shine Bright Unwin Street Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,6 Unwin Street,KYABRAM,VIC,3620,358522148,"6 Unwin Street, KYABRAM, VIC, 3620, Australia",-36.3125993,145.0437736
Kyabram Community & Learning Centre,Kyabram Community & Learning Centre Inc,Centre-Based Care,21-25 Lake Rd,KYABRAM,VIC,3620,358520000,"21-25 Lake Rd, KYABRAM, VIC, 3620, Australia",-36.3254533,145.045433
Trentham Early Learning,Eureka Community Kindergarten Association Inc,Centre-Based Care,6 Bridge Street,TRENTHAM,VIC,3458,354241543,"6 Bridge Street, TRENTHAM, VIC, 3458, Australia",-37.3887295,144.326965
Palm Grove Preschool,Palm Grove Preschool Centre Inc,Centre-Based Care,21 Palm Grove,KILSYTH,VIC,3137,03 9725 4502,"21 Palm Grove, KILSYTH, VIC, 3137, Australia",-37.8058678,145.3176081
Lilydale Preschool,Lilydale Preschool Centre Inc,Centre-Based Care,Cnr Castella Street & Chapel Street,LILYDALE,VIC,3140,03 9735 1574,"Cnr Castella Street & Chapel Street, LILYDALE, VIC, 3140, Australia",,
Lilydale North Preschool,EV INC,Centre-Based Care,Erldunda Court,LILYDALE,VIC,3140,397350110,"Erldunda Court, LILYDALE, VIC, 3140, Australia",-37.7486022,145.3393638
Sarah Court Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,25 Sarah Court,MONTROSE,VIC,3765,397283453,"25 Sarah Court, MONTROSE, VIC, 3765, Australia",-37.8090316,145.3383824
Gray Court Preschool,Gray Court Preschool Inc,Centre-Based Care,Gray Court,MOOROOLBARK,VIC,3138,03 9725 6383,"Gray Court, MOOROOLBARK, VIC, 3138, Australia",-37.7886064,145.3277552
Lancaster Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,31 Lancaster Road,MOOROOLBARK,VIC,3138,397268398,"31 Lancaster Road, MOOROOLBARK, VIC, 3138, Australia",-37.7836335,145.3311462
Manchester Preschool,Manchester Preschool Inc.,Centre-Based Care,132 Manchester Road,MOOROOLBARK,VIC,3138,397269204,"132 Manchester Road, MOOROOLBARK, VIC, 3138, Australia",-37.7803319,145.3124312
Mooroolbark Early Childhood Education Centre,Yarra Ranges Kindergartens Inc.,Centre-Based Care,8 Charles Street,MOOROOLBARK,VIC,3138,03 9726 7392,"8 Charles Street, MOOROOLBARK, VIC, 3138, Australia",-37.7872033,145.3115372
Mt Evelyn Memorial Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,24 Birmingham Rd,MOUNT EVELYN,VIC,3796,397362488,"24 Birmingham Rd, MOUNT EVELYN, VIC, 3796, Australia",-37.7846608,145.3792772
Wandin Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,Union Road,WANDIN NORTH,VIC,3139,03 5964 4532,"Union Road, WANDIN NORTH, VIC, 3139, Australia",-37.7804457,145.4282109
Bimbadeen Preschool,Bimbadeen Preschool Inc,Centre-Based Care,25 Bimbadeen Drive,MOOROOLBARK,VIC,3138,03 9726 0646,"25 Bimbadeen Drive, MOOROOLBARK, VIC, 3138, Australia",-37.7734371,145.3243262
Seville Preschool,Seville Preschool Inc,Centre-Based Care,Link Road,SEVILLE,VIC,3139,359643543,"Link Road, SEVILLE, VIC, 3139, Australia",-37.777104,145.4577212
Coldstream Preschool,Yarra Ranges Kindergartens Inc.,Centre-Based Care,12 Kelso St,COLDSTREAM,VIC,3770,397391331,"12 Kelso St, COLDSTREAM, VIC, 3770, Australia",-37.7328011,145.3817059
Joy Avenue Kindergarten,Yarra Ranges Kindergartens Inc.,Centre-Based Care,Joy Avenue,MOUNT EVELYN,VIC,3796,397361954,"Joy Avenue, MOUNT EVELYN, VIC, 3796, Australia",-37.7884902,145.3848888
Rolling Hills Kindergarten,Rolling Hills Preschool Inc.,Centre-Based Care,54 Landscape Drive,MOOROOLBARK,VIC,3138,03 9726 4522,"54 Landscape Drive, MOOROOLBARK, VIC, 3138, Australia",-37.7673352,145.3266552
Lakeview Kindergarten & Childcare,Investwell Property Services Pty Ltd,Centre-Based Care,24 Lakeview Drive,LILYDALE,VIC,3140,397395678,"24 Lakeview Drive, LILYDALE, VIC, 3140, Australia",-37.7754522,145.3571381
Como Park Child Care & Kindergarten,A.M. Cowmey Pty. Limited & Katerean Pty. Limited,Centre-Based Care,162-164 Nelson Rd,LILYDALE,VIC,3140,397396766,"162-164 Nelson Rd, LILYDALE, VIC, 3140, Australia",-37.7511735,145.3656169
Natural Wonders Early Learning,NICYLE PTY LTD,Centre-Based Care,7 Croydondale Drive,MOOROOLBARK,VIC,3138,397273033,"7 Croydondale Drive, MOOROOLBARK, VIC, 3138, Australia",-37.7793163,145.3255405
Heyfield Uniting Kindergarten,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,3 Gordon Street,HEYFIELD,VIC,3858,351482633,"3 Gordon Street, HEYFIELD, VIC, 3858, Australia",-37.9820193,146.7906027
