Species,Common name(s),Certain,Beach and Dunes,Saltmarsh,Coastal marshlands and brackish flats,Swamp scrub,Woodlands and heathlands on sand,"Woodlands and forests on sedimentary hills, valleys and ridges",Grasslands and Woodlands on fertile plains,Cliffs and escarpments,River banks and creeklines,Wet heathland,Freshwater wetland,Saltwater wetland,Most likely occurrence,EPBC Category of threat,FFG Extinction Risk,FFG Category of Threat
Gonocarpus tetragynus,"Common Raspwort, Poverty Raspwort",1,0.0,0.0,0.0,0.0,3.1,3.1,1.0,1.0,1.0,1.0,0.0,0,3.1,,,
Goodenia geniculata,Bent Goodenia,1,0.0,0.0,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Goodenia gracilis,Slender Goodenia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0,2.1,,,
Goodenia heteromera,Spreading Goodenia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Grevillea alpina,"Mountain Grevillea, Cat's Claw",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Gymnoschoenus sphaerocephalus,Button-grass,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0,2.1,,,
Gynatrix pulchella,Hemp Bush,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.1,0.0,0.0,0,3.1,,,
Haloragis aspera,Rough Raspwort,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1.0,0.0,1.0,0,2.1,,,
Haloragis heterophylla,Varied Raspwort,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1,0,2.1,,,
Hemichroa pentandra,Trailing Jointweed,,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Hibbertia acicularis,Prickly Guinea-flower,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Hibbertia fasciculata var. prostrata,"Stalked Guinea-flower, Bundled Guinea-flower",1,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Hibbertia riparia,Erect Guinea-flower,,0.0,0.0,0.0,0.0,3.1,2.1,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Hibbertia virgata var. virgata,Twiggy Guinea-flower,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Hydrocotyle capillaris,Thread Pennywort,1,0.0,1.0,3.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.1,,,
Hydrocotyle hirta,Hairy Pennywort,,0.0,0.0,0.0,2.1,1.0,1.0,0.0,0.0,2.1,0.0,0.0,0,2.1,,,
Hydrocotyle medicaginoides,Trefoil Pennywort,,0.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Hydrocotyle pterocarpa,Wing Pennywort,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Hydrocotyle sibthorpioides,Shining Pennywort,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Hypericum gramineum,Small St. John's Wort,1,0.0,0.0,1.0,0.0,1.0,3.1,3.1,2.1,1.0,0.0,0.0,0,3.1,,,
Isoetopsis graminifolia,Grass cushions,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0,2.1,,,
Isolepis congrua,Slender Club-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,,Victoria,Endangered
Isopogon ceratophyllus,Horny Cone-bush,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Juncus amabilis,Hollow Rush,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,2.1,1.0,3.1,0,3.1,,,
Juncus bufonius,Toad Rush,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,,,
Juncus filicaulis,Thread Rush,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1.0,,,
Juncus holoshoenus,Joint-leaf Rush,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,3.1,0,3.1,,,
Juncus subsecundus,Finger Rush,1,0.0,0.0,1.0,1.0,3.1,3.1,3.1,2.1,3.1,1.0,0.0,0,3.1,,,
Kennedia prostrata,"Running Postman, Scarlet Runner",1,1.0,0.0,0.0,1.0,3.1,3.1,2.1,2.1,2.1,1.0,0.0,0,3.1,,,
Lachnagrostis adamsonii,Adamson's Blown-grass,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,Endangered,Australia,Endangered
Lachnagrostis aemula,Leafy Blown-grass,,0.0,0.0,0.0,1.0,1.0,2.1,3.1,0.0,1.0,0.0,0.0,0,3.1,,,
Lachnagrostis punicea subsp. filifolia,Purple Blown-grass,,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.0,0,2.1,,,
Lagenophora gracilis,Slender Bottle-daisy,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Lawrencia spicata,Salt Lawrencia,,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,Victoria,Endangered
Laxmannia orientalis,Dwarf Wire-lily,,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0,2.1,,,
Lepidosperma curtisiae,Little Sword-sedge,,0.0,0.0,0.0,0.0,0.0,1.0,2.1,1.0,0.0,0.0,0.0,0,2.1,,,
Lepidosperma longitudinale,"Pithy Sword-sedge, Common Sword-sedge",,0.0,0.0,0.0,1.0,2.1,0.0,0.0,0.0,0.0,3.1,1.0,0,3.1,,,
Leptinella longipes,Fleshy Cotula,1,0.0,0.0,3.1,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,3.1,,,
Leptinella reptans,Creeping Cotula,,1.0,0.0,3.1,2.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,3.1,,,
Leptorhynchos squamatus subsp. squamatus,Scaly Buttons,1,0.0,0.0,0.0,0.0,3.1,3.2,3.2,1.0,1.0,0.0,0.0,0,3.2,,,
Leptorhynchos tenuifolius,Wiry Buttons,,0.0,0.0,2.1,0.0,2.1,3.1,2.1,0.0,2.1,0.0,1.0,0,3.1,,,
Leptospermum myrsinoides,"Heath Tea-tree, Silky Tea-tree",,1.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0,3.2,,,
Leptospermum obovatum,"River Tea-tree, Blunt-leaf Tea-tree",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,,,
Lepyrodia muelleri,"Common Scale-rush, Erect Scale-rush",,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Leucopogon parviflorus,Coast Beard Heath,,3.2,0.0,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2,,,
Leucopogon virgatus,Common Beard Heath,1,0.0,0.0,0.0,1.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Levenhookia dubia,Hairy Stylewort,1,0.0,0.0,0.0,0.0,1.0,3.1,3.1,1.0,0.0,0.0,1.0,0,3.1,,,
Lobelia concolor,Poison Pratia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Lobelia pedunculata,Matted Pratia,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Lomandra filiformis subsp. filiformis,Wattle Mat-rush,1,0.0,0.0,0.0,0.0,1.0,3.1,2.1,1.0,1.0,0.0,0.0,0,3.1,,,
Lomandra longifolia var. exilis,Cluster-headed Mat-rush,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Lomandra longifolia var. longifolia,Spiny-headed Mat-rush,,2.1,0.0,1.0,2.1,3.2,2.1,1.0,3.1,3.2,1.0,0.0,0,3.2,,,
Lomandra micrantha subsp. micrantha,Small-flowered Mat-rush,,0.0,0.0,0.0,0.0,0.0,2.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Lotus australis var. australis,Austral Trefoil,1,2.1,0.0,1.0,0.0,0.0,1.0,3.1,0.0,0.0,0.0,0.0,0,3.1,,,
Lycopus australis,Australian Gypsywort,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1,0.0,1.0,0,3.1,,,
Lythrum hyssopifolia,"Small Loosestrife, Lesser Loosestrife",,1.0,0.0,1.0,2.1,1.0,1.0,1.0,1.0,2.1,1.0,1.0,0,2.1,,,
Machaerina articulata,Jointed Twig-sedge,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,0,3.1,,,
Machaerina gunnii,Slender Twig-sedge,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Machaerina juncea,Bare Twig-sedge,,0.0,0.0,3.1,2.1,1.0,0.0,0.0,0.0,0.0,1.0,2.1,1,3.1,,,
Machaerina rubiginosa,Soft Twig-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Maireana decalvans,"Black Cottonbush, Common Bluebush",,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0,2.1,,,
Marsilea hirsuta,Short-fruit Nardoo,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0,2.1,,,
Mazus pumilio,Swamp Mazus,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Melaleuca lanceolata,Moonah,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,,
Mentha diemenica var. diemenica,"Slender Mint, Wild Mint",,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.1,0.0,0.0,0,3.1,,,
Microlaena stipoides var. stipoides,Weeping Grass,1,1.0,0.0,1.0,3.1,3.1,3.2,3.2,3.2,3.2,2.1,0.0,0,3.2,,,
Microseris scapigera,No Common Name,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,2.1,,Victoria,Critically Endangered
Microseris walteri,"Yam Daisy, Murnong",1,1.0,0.0,1.0,1.0,2.2,3.2,3.2,3.1,3.1,1.0,0.0,0,3.2,,,
Microtidium atratum,"Yellow Onion-orchid, Tiny Onion-orchid",,1.0,0.0,0.0,1.0,2.1,0.0,0.0,0.0,0.0,1.0,1.0,0,2.1,,,
Microtis oblonga,"Scented Onion-orchid, Sweet Onion-orchid",,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Microtis unifolia,Common Onion-orchid,1,1.0,0.0,0.0,0.0,1.0,3.1,2.1,1.0,1.0,0.0,0.0,0,3.1,,,
Minuria leptophylla,Minnie Daisy,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,0,2.1,,,
Montia fontana subsp. chondrosperma,Water-blinks,,0.0,0.0,1.0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,2.1,0,3.1,,,
Myoporum parvifolium,Creeping Boobialla,,2.1,0.0,2.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,2.1,,,
Myriocephalus rhizocephalus,Woolly Heads,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Myriophyllum crispatum,Upright Water-milfoil,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,0,3.1,,,
Myriophyllum salsugineum,"Lake Water-milfoil, Saline Water-milfoil",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,,,
Myriophyllum verrucosum,Red Water-milfoil,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1,3.1,,,
Nicotiana suaveolens,"Scented Tobacco, Austral Tobacco",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,0.0,0.0,0,3.1,,Victoria,Endangered
Olearia glandulosa,Swamp Daisy-bush,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Olearia lirata,Snowy Daisy-bush,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Olearia myrsinoides,Silky Daisy-bush,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Opercularia ovata,Broad-leaf Stinkweed,,0.0,0.0,0.0,0.0,1.0,2.1,1.0,0.0,1.0,0.0,0.0,0,2.1,,,
Opercularia varia,Variable Stinkweed,,0.0,0.0,0.0,0.0,3.1,2.1,0.0,0.0,2.1,0.0,0.0,0,3.1,,,
Ornduffia reniformis,Running Marsh Flower,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0,3.1,,,
Oxalis exilis,Shady Wood-sorrel,,1.0,0.0,1.0,1.0,2.1,1.0,2.1,0.0,1.0,0.0,1.0,0,2.1,,,
Panicum effusum,Hairy Panic,,0.0,0.0,0.0,0.0,0.0,1.0,2.1,3.1,0.0,0.0,0.0,0,3.1,,,
Parietaria debilis,"Shade Pellitory, Forest Pellitory, Smooth Nettle",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,0.0,0.0,0,2.1,,,
Pelargonium australe,Austral Stork's-bill,,2.1,0.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0,2.1,,,
Pelargonium littorale,"Storksbill, Kopata",,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Persicaria prostrata,Creeping Knotweed,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1,0.0,1.0,0,3.1,,,
Philydrium lanuginosum,Woolly Waterlily,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1,0,2.1,,,
Pilularia novae-hollandiae,Austral Pillwort,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0,2.1,,,
Plantago gaudichaudii,Narrow-leaf Plantain,,0.0,0.0,0.0,0.0,0.0,3.1,3.1,2.1,1.0,0.0,0.0,0,3.1,,,
Platysace heterophylla var. heterophylla,Slender Platysace,,1.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Poa billardierei,Coastal Fescue,,2.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,Victoria,Endangered
Poa clelandii,"Matted Tussock-grass, Noah’s Ark",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1.0,,,
Poa poiformis var. ramifer,Dune Poa,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Poa sieberiana var. hirtella,Grey Tussock-grass,,0.0,0.0,0.0,0.0,0.0,2.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Podolepis linearifolia,Basalt Podolepis,,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0,3.1,,Victoria,Endangered
Podotheca angustifolia,Sticky Long-heads,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Poranthera microphylla,Small Poranthera,,1.0,0.0,0.0,2.1,3.1,3.1,2.1,2.1,2.1,1.0,0.0,0,3.1,,,
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid",,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1.0,Endangered,Victoria,Endangered
Prasophyllum sp. aff. odoratum G,Range Leek-orchid,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Prasophyllum spicatum,Dense Leek-orchid,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,Vulnerable,Australia,Critically Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,Endangered,Victoria,Critically Endangered
Pteridium esculentum,Austral Bracken,1,3.1,0.0,2.1,3.1,3.2,3.1,0.0,1.0,1.0,2.1,0.0,0,3.2,,,
Pteris tremula,Tender Brake,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2.1,,,
Pterostylis aciculiformis,Slender Ruddyhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis alpina,Mountain Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis ampliata,Autumn Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis concinna,Trim Greenhood,,0.0,0.0,0.0,0.0,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0,2.1,,,
Pterostylis cucullata subsp. cucullata,Leafy Greenhood,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis curta,Blunt Greenhood,,0.0,0.0,0.0,0.0,2.1,2.1,0.0,1.0,1.0,0.0,0.0,0,2.1,,,
Pterostylis cycnocephala,Swan Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis extensus (P. plumosa),Bearded Greenhood,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis foliata,Slender Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis nutans,"Nodding Greenhood, Parrot's Beak Orchid",,0.0,0.0,0.0,1.0,3.1,3.1,0.0,1.0,1.0,1.0,0.0,0,3.1,,,
Pterostylis planulata,Flat Rustyhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Pterostylis robusta,Large Striped Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis smaragdyna,Emerald-lip Greenhood,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Pterostylis squamata,"Common Ruddyhood, Rufous Greenhood",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis striata,"Striped Greenhood, Striated Greenhood",,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Pterostylis x toveyana,Mentone Greenhood,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Pultenaea daphnoides,Large-leaf Bush-pea,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,,
Pultenaea sericea,Chaffy Bush-pea,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Pultenaea tenuifolia,Slender Bush-pea,,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Ranunculus amphitrichus,Small River Buttercup,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,3.1,0,3.1,,,
Ranunculus diminutus,Brackish Plains Buttercup,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,Victoria,Endangered
Ranunculus plebeius,"Forest Buttercup, Hairy Buttercup",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Ranunculus sessiliflorus var. sessiliflorus,"Annual Buttercup, Australian Small-flowered Buttercup",,0.0,0.0,0.0,0.0,2.1,2.1,1.0,1.0,1.0,0.0,0.0,0,2.1,,,
Rhodanthe anthemoides,Chamomile Sunray,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,,,
Rhodanthe corymbiflora,"Paper Sunray, Grey Sunray",,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Ricinocarpos pinifolius,Wedding Bush,1,1.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Rorippa laciniata,"Jagged Bitter-cress, Perennial Marsh-cress",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0,2.1,,,
Rumex brownii,"Slender Dock, Swamp Dock",,0.0,0.0,2.1,0.0,1.0,2.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Ruppia megacarpa,"Large-fruit Tassel, Widgeon Grass",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.1,,,
Rutidosis leptorhynchoides,Button Wrinklewort,,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0,2.1,Endangered,Victoria,Endangered
Rytidosperma caespitosum,Common Wallaby-grass,1,1.0,0.0,3.1,1.0,3.1,2.2,3.2,2.1,2.1,0.0,0.0,0,3.2,,,
Rytidosperma geniculatum,Kneed Wallaby-grass,1,0.0,0.0,0.0,0.0,2.1,3.1,1.0,1.0,1.0,1.0,0.0,0,3.1,,,
Rytidosperma racemosum,"Slender Wallaby-grass, Stiped Wallaby-grass, Clustered Wallaby-grass",1,1.0,0.0,1.0,1.0,3.1,3.1,3.1,2.1,3.1,1.0,0.0,0,3.1,,,
Rytidosperma setaceum var. setaceum,Bristly Wallaby-grass,,1.0,0.0,3.1,1.0,3.1,3.2,3.2,2.1,2.1,0.0,0.0,0,3.2,,,
Rytidosperma tenuius,Purplish Wallaby-grass,,0.0,0.0,0.0,1.0,2.1,2.1,1.0,1.0,2.1,0.0,0.0,0,2.1,,,
Salicornia blackiana,Thick-head Glasswort,,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.1,,,
Sambucus gaudichaudiana,"Native Elderberry, White Elderberry",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0,2.1,,,
Schizaea bifida,Forked Comb-fern,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1,0.0,0,3.1,,,
Schizaea fistulosa,Narrow Comb-fern,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,0.0,0,2.1,,,
Schoenoplectus pungens,"Sharp Club-sedge, Delta Club-sedge",1,1.0,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1,3.2,,,
Schoenoplectus tabernaemontani,River Club-sedge,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,3.1,0.0,2.2,0,3.1,,,
Schoenus maschalinus,Leafy Bog-sedge,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Sclerolaena muricata var. villosa,Grey Roly-poly,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,
Senecio biserratus,Jagged Fireweed,,1.0,0.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Senecio glomeratus subsp. longifructus,Annual Fireweed,,1.0,0.0,1.0,2.1,1.0,1.0,0.0,0.0,2.1,0.0,1.0,0,2.1,,,
Senecio halophilus,Salt Groundsel,,2.1,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,,,
Senecio linearifolius var. linearifolius,Fireweed Groundsel,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,,,
Senecio macrocarpus,Large-headed Groundsel,,0.0,0.0,1.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0,3.1,Vulnerable,Victoria,Critically Endangered
Senecio minimus,Shrubby Fireweed,,1.0,0.0,1.0,3.1,1.0,1.0,0.0,0.0,2.1,1.0,0.0,0,3.1,,,
Senecio odoratus var. odoratus,Scented Groundsel,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Senecio picridioides,Hawkbit Fireweed,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Solenogyne gunnii,Hairy Solenogyne,,0.0,0.0,0.0,0.0,2.1,3.1,3.1,2.1,2.1,0.0,0.0,0,3.1,,,
Sparganium subglobulosum,Floating Burr-reed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,,,
Sphaerolobium vimineum,Leafless Globe-pea,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Spinifex sericeus,Hairy Spinifex,1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2,,,
Stuckenia pectinatus,"Fennel Pondweed, Sago Pondweed",1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3,3.1,,,
Stylidium beaugleholei,Beauglehole's Triggerplant,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Tetragonia tetragonioides,"New Zealand Spinach, Warrigal Greens",1,3.1,1.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1,,,
Tetraria capillaris,"Hair-sedge, Bristle Twig-rush",,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,,,
Tetrarrhena acuminata,Pointed Rice Grass,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Tetratheca bauerifolia,Heath Pink-bells,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Tetratheca ciliata,"Pink Bells, Black-eyed Susan",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,
Thelymitra arenaria,"Forest Sun-orchid, Black and Yellow Sun-orchid",,0.0,0.0,0.0,0.0,0.0,3.1,3.1,1.0,1.0,0.0,0.0,0,3.1,,,
Thelymitra exigua,Short Sun-orchid,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0,2.1,,,
Thelymitra holmesii,"Blue-star Sun-orchid, Slender Blue Swamp Sun-orchid",,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0,2.1,,,
