KEYAccidentNumber,DATAccidentDate_accident,TIMAccidentTime_accident,CATAccidentTypeDesc_accident,CATDayOfWeek_accident,CATDCADesc_accident,CATMelwaysPage_accident,CATMelwaysGridRef_X_accident,CATMelwaysGridRef_Y_accident,CATLightConditionDesc_accident,NUMVehiclesInvolved_accident,NUMPersonsInvolved_accident,NUMPersonsInjured_accident,KEYPersonID_person,CATRoadUserTypeDesc_person,CATTakenHospital_person,CATInjuryLevelDesc_person,CATAgeGroup_person,CATPostcode_person,CATGender_person,CATLGAName_node,CATDEGUrbanName_node,NUMLatitude_node,NUMLongitude_node,CATPostcode_node,CATSurfaceConditionDesc_surface,CATSubDCACodeDesc_subdca,CATAtmosphericConditionDesc_atmosphere,CATRoadName_acclocation,CATRoadNameInt_acclocation,CATRoadType_acclocation,CATRoadTypeInt_acclocation,CATEventTypeDesc_accevent,CATObjectTypeDesc_accevent
T20110000658,2011-01-07,02:15:00                      ,Struck Pedestrian,Friday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1A,C,3,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,17-21,3196.0,M,MELBOURNE,MELBOURNE_CBD,-37.81467907,144.9549432,3000,Dry,Pedestrian emerged from behind car etc,Clear,KING,LONSDALE,STREET,STREET,Collision,Not Applicable
T20110000902,2011-01-08,11:50:00                      ,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2E,G,6,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3218.0,F,MELBOURNE,MELB_URBAN,-37.81884056,144.946608,3008,Dry,Pedestrian stepped off median strip,Clear,HARBOUR,BOURKE,ESPLANADE,STREET,Collision,Not Applicable
T20110001204,2011-01-11,09:46:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2T,J,5,Day,1,3,1,02,Pedestrians,Y,Serious injury,70+,3031.0,F,MELBOURNE,MELB_URBAN,-37.79428724,144.9288237,3031,Dry,Vehicle leaving intersection,Clear,MACAULAY,MCCONNELL,ROAD,STREET,Collision,Not Applicable
T20110001436,2011-01-12,17:36:00                      ,Struck Pedestrian,Wednesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,L,9,Day,2,2,0,01,Pedestrians, ,Other injury,30-39,3023.0,F,MELBOURNE,MELBOURNE_CBD,-37.8170736,144.9649517,3000,Dry,Not Required,Clear,FLINDERS,ROTHSAY,LANE,LANE,Collision,Not Applicable
T20110001458,2011-01-12,06:10:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,T,7,Day,1,2,0,01,Pedestrians,N,Other injury,64-69,3108.0,M,MELBOURNE,MELBOURNE_CBD,-37.81404704,144.9714728,3000,Wet,Vehicle entering intersection,Raining,COLLINS,EXHIBITION,STREET,STREET,Collision,Not Applicable
T20110001942,2011-01-16,03:06:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,7,Dark Street lights on,1,3,1,01,Pedestrians,Y,Other injury,40-49,3073.0,M,MELBOURNE,MELBOURNE_CBD,-37.81549255,144.9665403,3000,Dry,Vehicle entering intersection,Clear,COLLINS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20110002056,2011-01-17,07:20:00                      ,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,R,1,Day,1,2,0,01,Pedestrians,N,Serious injury,40-49,3000.0,M,MELBOURNE,MELB_URBAN,-37.80871698,144.9668286,3000,Dry,Not Required,Clear,LA TROBE,HAYWARD,STREET,LANE,Collision,Not Applicable
T20110002074,2011-01-16,03:10:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2B,J,12,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3075.0,M,MELBOURNE,MELB_URBAN,-37.80811486,144.9731565,3002,Dry,Not Required,Clear,VICTORIA,NICHOLSON,PARADE,STREET,Collision,Not Applicable
T20110002091,2011-01-17,05:25:00                      ,Struck Pedestrian,Monday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,V,3,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,unknown,,U,MELBOURNE,MELBOURNE_CBD,-37.80955857,144.9716093,3000,Unknown,Pedestrian standing,Not known,LONSDALE,SPRING,STREET,STREET,Collision,Not Applicable
T20110002504,2011-01-20,13:30:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,7,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,,F,MELBOURNE,MELB_URBAN,-37.81906984,144.9541489,3000,Dry,Vehicle entering intersection,Clear,SPENCER,COLLINS,STREET,STREET,Collision,Not Applicable
T20110002526,2011-01-20,14:00:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,C,12,Day,1,3,0,02,Pedestrians,N,Other injury,50-59,3108.0,F,MELBOURNE,MELB_URBAN,-37.80711332,144.9598837,3000,Dry,Vehicle leaving intersection,Clear,ELIZABETH,THERRY,STREET,STREET,Collision,Not Applicable
T20110002589,2011-01-21,09:50:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,C,12,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3338.0,F,MELBOURNE,MELB_URBAN,-37.80711332,144.9598837,3000,Dry,Pedestrian stepped off median strip,Clear,ELIZABETH,THERRY,STREET,STREET,Collision,Not Applicable
T20110002794,2011-01-23,02:05:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,E,12,Dark Street lights on,1,2,1,01,Pedestrians,Y,Other injury,22-25,3089.0,M,MELBOURNE,MELB_URBAN,-37.80746452,144.9628383,3000,Dry,Vehicle entering intersection,Clear,FRANKLIN,SWANSTON,STREET,STREET,Collision,Not Applicable
T20110003341,2011-01-27,06:39:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2F,J,1,Day,1,3,1,01,Pedestrians,Y,Other injury,50-59,,F,MELBOURNE,MELB_URBAN,-37.80924477,144.9729709,3002,Dry,Vehicle entering intersection,Clear,ALBERT,NICHOLSON,STREET,STREET,Collision,Not Applicable
T20110003524,2011-01-28,13:30:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,T,4,Day,1,2,1,01,Pedestrians,Y,Other injury,22-25,3216.0,M,MELBOURNE,MELB_URBAN,-37.8214185,144.966609,3006,Dry,Not Required,Clear,CITY,SOUTHGATE,ROAD,AVENUE,Collision,Not Applicable
T20110004017,2011-01-31,21:46:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,A,1,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,26-29,3015.0,M,MELBOURNE,MELB_URBAN,-37.7884246,144.933004,3031,Dry,Vehicle leaving intersection,Clear,RACECOURSE,NOTTINGHAM,ROAD,STREET,Collision,Not Applicable
T20110004081,2011-01-30,19:22:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,K,4,Day,1,2,0,01,Pedestrians,N,Serious injury,30-39,3429.0,M,MELBOURNE,MELB_URBAN,-37.79304709,144.9757155,3053,Dry,Vehicle leaving intersection,Clear,ALEXANDRA,PRINCES,PARADE,STREET,Collision,Not Applicable
T20110004260,2011-02-02,18:55:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,7,Day,1,2,0,01,Pedestrians, ,Other injury,13-15,,M,MELBOURNE,MELB_URBAN,-37.81906984,144.9541489,3000,Dry,Vehicle entering intersection,Clear,SPENCER,COLLINS,STREET,STREET,Collision,Not Applicable
T20110004699,2011-02-04,21:48:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,5,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,26-29,,F,MELBOURNE,MELBOURNE_CBD,-37.81638456,144.9557269,3000,Wet,Vehicle entering intersection,Raining,KING,BOURKE,STREET,STREET,Collision,Not Applicable
T20110005098,2011-02-06,13:40:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,N,4,Day,1,3,0,01,Pedestrians,N,Other injury,30-39,3131.0,M,MELBOURNE,MELBOURNE_CBD,-37.81241869,144.9651245,3000,Dry,Not Required,Clear,SWANSTON,LITTLE BOURKE,STREET,STREET,Collision,Not Applicable
T20110005139,2011-02-08,16:15:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,D,1,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,,M,MELBOURNE,MELB_URBAN,-37.80914394,144.982518,3002,Unknown,Vehicle leaving intersection,Clear,VICTORIA,SMITH,PARADE,STREET,Collision,Not Applicable
T20110005246,2010-12-14,17:10:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2L,A,5,Day,1,2,0,01,Pedestrians, ,Other injury,17-21,3004.0,F,MELBOURNE,MELB_URBAN,-37.83907987,144.9765811,3004,Dry,Vehicle leaving intersection,Clear,ST KILDA,SLATER,ROAD,STREET,Collision,Not Applicable
T20110006112,2011-02-15,15:15:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,C,1,Day,1,3,1,02,Pedestrians,Y,Serious injury,26-29,3052.0,F,MELBOURNE,MELB_URBAN,-37.78770667,144.9590366,3052,Dry,Vehicle entering intersection,Clear,ROYAL,LEONARD,PARADE,STREET,Collision,Not Applicable
T20110006611,2011-02-17,23:43:00                      ,Struck Pedestrian,Thursday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1C,H,1,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3207.0,M,MELBOURNE,MELB_URBAN,-37.82183057,144.9554181,3000,Dry,Vehicle moving foward - under control,Clear,SPENCER,SIDDELEY,STREET,STREET,Collision,Not Applicable
T20110006965,2011-02-21,08:18:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,V,7,Day,1,2,0,01,Pedestrians,N,Other injury,50-59,3095.0,M,MELBOURNE,MELB_URBAN,-37.82331625,144.9701276,3004,Dry,Vehicle entering intersection,Clear,ST KILDA,ST KILDA,ROAD,ROAD,Collision,Not Applicable
T20110008318,2011-03-02,16:50:00                      ,Struck Pedestrian,Wednesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1B,M,8,Day,1,2,1,01,Pedestrians,Y,Serious injury,26-29,,F,MELBOURNE,MELBOURNE_CBD,-37.81589061,144.9658279,3000,Dry,Pedestrian emerged from behind car etc,Clear,MANCHESTER,COLLINS,LANE,STREET,Collision,Not Applicable
T20110008569,2011-03-04,10:38:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,G,9,Day,1,2,1,01,Pedestrians,Y,Other injury,26-29,3802.0,F,MELBOURNE,MELB_URBAN,-37.80259479,144.9455314,3051,Dry,Not Required,Clear,ABBOTSFORD,QUEENSBERRY,STREET,STREET,Collision,Not Applicable
T20110008797,2011-03-06,01:46:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2G,F,11,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3183.0,M,MELBOURNE,MELB_URBAN,-37.82814014,144.9882112,3004,Dry,Not Required,Clear,PUNT,KELSO,ROAD,STREET,Collision,Not Applicable
T20110008830,2011-03-04,07:55:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2L,C,11,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3977.0,F,MELBOURNE,MELB_URBAN,-37.85021929,144.9806426,3004,Dry,Vehicle entering intersection,Clear,HIGH,ST KILDA,STREET,ROAD,Collision,Not Applicable
T20110009488,2011-03-09,13:30:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,R,7,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,,M,MELBOURNE,MELBOURNE_CBD,-37.81463026,144.9694801,3000,Wet,Not Required,Raining,COLLINS,RUSSELL,STREET,STREET,Collision,Not Applicable
T20110009563,2011-03-10,17:22:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2F,E,1,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,,F,MELBOURNE,MELB_URBAN,-37.80874989,144.9634304,3000,Dry,Not Required,Clear,SWANSTON,ABECKETT,STREET,STREET,Collision,Not Applicable
T20110010095,2011-03-13,22:15:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,28,F,11,Dark Street lights unknown,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3039.0,M,MELBOURNE,MELB_URBAN,-37.77939026,144.9135859,3031,Wet,Not Required,Not known,LANGS,EPSOM,ROAD,ROAD,Collision,Not Applicable
T20110010337,2011-03-07,18:30:00                      ,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2B,G,6,Unknown,2,3,1,01,Pedestrians,Y,Other injury,17-21,3055.0,F,MELBOURNE,MELB_URBAN,-37.79715948,144.9675577,3053,Unknown,Not Required,Not known,ELGIN,LYGON,STREET,STREET,Collision,Not Applicable
T20110010718,2011-03-18,17:21:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2T,H,4,Day,1,3,0,02,Pedestrians,Y,Fatality,0-4,,M,MELBOURNE,MELB_URBAN,-37.79290748,144.9265285,3031,Dry,Vehicle leaving intersection,Clear,BANGALORE,EPSOM,STREET,ROAD,Collision,Not Applicable
T20110010868,2011-03-20,03:22:00                      ,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,L,7,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,26-29,3002.0,M,MELBOURNE,MELBOURNE_CBD,-37.81614069,144.9643303,3000,Dry,Pedestrian standing,Clear,COLLINS,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20110010989,2011-03-15,10:45:00                      ,Struck Pedestrian,Tuesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,2G,F,10,Day,1,2,0,01,Pedestrians, ,Other injury,70+,3121.0,M,MELBOURNE,MELB_URBAN,-37.82642958,144.9885161,3004,Dry,Not on Footpath,Not known,PUNT,BOULTON,ROAD,PARADE,Collision,Not Applicable
T20110012203,2011-03-29,03:57:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,B,2,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3031.0,F,MELBOURNE,MELB_URBAN,-37.78856939,144.9343585,3031,Dry,Vehicle entering intersection,Clear,RACECOURSE,HOLLAND,ROAD,COURT,Collision,Not Applicable
T20110012299,2011-03-29,14:40:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2F,H,12,Day,1,3,1,02,Pedestrians,Y,Other injury,26-29,3141.0,F,MELBOURNE,MELB_URBAN,-37.83025015,144.9713354,3004,Dry,Pedestrian stepped off safety zone/tram shelter,Clear,ST KILDA,DORCAS,ROAD,STREET,Collision,Not Applicable
T20110012338,2011-03-29,19:41:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,C,9,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,17-21,3377.0,F,MELBOURNE,MELBOURNE_CBD,-37.81939013,144.9571063,3000,Dry,Vehicle entering intersection,Clear,KING,FLINDERS,STREET,LANE,Collision,Not Applicable
T20110012638,2011-03-31,18:30:00                      ,Struck Pedestrian,Thursday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1C,H,1,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,50-59,3337.0,M,MELBOURNE,MELB_URBAN,-37.82151915,144.9552728,3000,Dry,Pedestrian emerged from behind car etc,Clear,SPENCER,SIDDELEY,STREET,STREET,Collision,Not Applicable
T20110012872,2011-04-01,21:30:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,A,5,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3756.0,F,MELBOURNE,MELB_URBAN,-37.81709201,144.9532397,3000,Dry,Vehicle entering intersection,Clear,SPENCER,BOURKE,STREET,STREET,Collision,Not Applicable
T20110014346,2010-10-03,03:40:00                      ,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2E,K,1,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,26-29,3059.0,M,MELBOURNE,MELB_URBAN,-37.80911899,144.9522927,3003,Dry,Pedestrian activity not known,Clear,KING,DUDLEY,STREET,STREET,Collision,Not Applicable
T20110014910,2011-04-14,19:25:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1D,V,6,Dark Street lights on,1,2,0,01,Pedestrians,N,Serious injury,16-17,3049.0,F,MELBOURNE,MELB_URBAN,-37.82203935,144.9695422,3004,Dry,Pedestrian stepped off safety zone/tram shelter,Clear,ST KILDA,ST KILDA,ROAD,ROAD,Collision,Not Applicable
T20110015093,2011-04-15,02:00:00                      ,Struck Pedestrian,Friday,PED WALKING AGAINST TRAFFIC.                ,2F,J,1,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,17-21,3079.0,M,MELBOURNE,MELB_URBAN,-37.80924477,144.9729709,3002,Dry,Not on Footpath,Clear,ALBERT,NICHOLSON,STREET,STREET,Collision,Not Applicable
T20110015703,2011-04-15,11:00:00                      ,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2B,E,6,Day,1,2,1,01,Pedestrians,Y,Other injury,30-39,3166.0,M,MELBOURNE,MELB_URBAN,-37.79675013,144.963253,3052,Dry,Pedestrian working/pushing or working on vehicle,Clear,SPENCER,TIN,ROAD,ALLEY,Collision,Not Applicable
T20110016104,2011-04-20,19:30:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,C,8,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,40-49,3032.0,F,MELBOURNE,MELB_URBAN,-37.84506323,144.980307,3004,Wet,Vehicle within intersection,Raining,COMMERCIAL,ALFRED,ROAD,LANE,Collision,Not Applicable
T20110016192,2011-04-22,21:12:00                      ,Struck Pedestrian,Friday,PED WALKING WITH TRAFFIC                  ,1C,J,7,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,30-39,3012.0,M,MELBOURNE,MELB_URBAN,-37.82636933,144.9589223,3006,Dry,Not on Footpath,Clear,CLARKE,HAIG,STREET,LANE,Collision,Not Applicable
T20110016553,2011-04-24,03:30:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,U,5,Dark Street lights on,1,2,2,01,Pedestrians,Y,Serious injury,26-29,,M,MELBOURNE,MELBOURNE_CBD,-37.81162571,144.972138,3000,Dry,Not Required,Clear,BOURKE,MEYERS,STREET,PLACE,Collision,Not Applicable
T20110016850,2011-04-28,08:15:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,L,7,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,,M,MELBOURNE,MELBOURNE_CBD,-37.81621754,144.9640683,3000,Dry,Not Required,Clear,COLLINS,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20110017221,2011-05-01,05:30:00                      ,Struck Pedestrian,Sunday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,L,5,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,26-29,3011.0,M,MELBOURNE,MELBOURNE_CBD,-37.81424771,144.9631593,3000,Dry,Not Required,Clear,BOURKE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20110017240,2011-05-01,11:30:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,H,4,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3032.0,F,MELBOURNE,MELB_URBAN,-37.79237765,144.9694804,3053,Dry,Pedestrian emerged from behind car etc,Clear,PRINCES,DRUMMOND,STREET,STREET,Collision,Not Applicable
T20110017704,2011-05-04,14:00:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,B,7,Day,1,2,0,01,Pedestrians,N,Other injury,unknown,3054.0,F,MELBOURNE,MELBOURNE_CBD,-37.81864726,144.9556188,3000,Dry,Not Required,Clear,COLLINS,KING,STREET,STREET,Collision,Not Applicable
T20110017710,2011-05-04,13:00:00                      ,Struck Pedestrian,Wednesday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1B,L,3,Day,1,2,1,01,Pedestrians,Y,Serious injury,30-39,3168.0,M,MELBOURNE,MELBOURNE_CBD,-37.81228152,144.9622574,3000,Dry,Vehicle entering intersection,Clear,ELIZABETH,LONSDALE,STREET,STREET,Collision,Not Applicable
T20110017883,2011-05-05,17:30:00                      ,Struck Pedestrian,Thursday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2B,E,11,Dusk/Dawn,1,2,0,01,Pedestrians,N,Other injury,30-39,3071.0,F,MELBOURNE,MELB_URBAN,-37.80665694,144.9628972,3000,Dry,Vehicle entering intersection,Clear,VICTORIA,SWANSTON,STREET,STREET,Collision,Not Applicable
T20110017960,2011-05-06,10:20:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,B,11,Day,1,2,0,01,Pedestrians,N,Other injury,64-69,3104.0,M,MELBOURNE,MELB_URBAN,-37.80508982,144.9579806,3000,Dry,Not Required,Clear,OCONNELL,CONNORS,STREET,LANE,Collision,Not Applicable
T20110018043,2011-05-06,20:00:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1C,H,7,Dark Street lights off,1,2,0,01,Pedestrians,N,Other injury,26-29,3021.0,M,MELBOURNE,MELB_URBAN,-37.82663687,144.9576367,3006,Dry,Vehicle leaving intersection,Clear,CLARENDON,HAIG,STREET,STREET,Collision,Not Applicable
T20110018189,2011-04-30,19:45:00                      ,Struck Pedestrian,Saturday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1B,Q,1,Dark Street lights on,1,3,0,01,Pedestrians, ,Other injury,22-25,3000.0,F,MELBOURNE,MELB_URBAN,-37.80888168,144.9663039,3000,Dry,Boarding,Clear,LA TROBE,RUSSELL,STREET,STREET,Collision,Not Applicable
T20110018189,2011-04-30,19:45:00                      ,Struck Pedestrian,Saturday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,1B,Q,1,Dark Street lights on,1,3,0,02,Pedestrians, ,Other injury,22-25,3000.0,F,MELBOURNE,MELB_URBAN,-37.80888168,144.9663039,3000,Dry,Boarding,Clear,LA TROBE,RUSSELL,STREET,STREET,Collision,Not Applicable
T20110018529,2011-05-10,08:30:00                      ,Struck Pedestrian,Tuesday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,S,3,Day,1,2,1,01,Pedestrians,Y,Serious injury,40-49,,M,MELBOURNE,MELBOURNE_CBD,-37.81025166,144.9692293,3000,Dry,Pedestrian working/pushing or working on vehicle,Clear,LONSDALE,SMYTHE,STREET,LANE,Collision,Not Applicable
T20110018655,2011-05-10,19:40:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,B,10,Dark Street lights on,1,3,1,01,Pedestrians,Y,Serious injury,50-59,3004.0,F,MELBOURNE,MELB_URBAN,-37.84775632,144.9800241,3004,Dry,Vehicle entering intersection,Clear,MOUBRAY,ST KILDA FWD,STREET,ROAD SERVICE ROAD,Collision,Not Applicable
T20110018819,2011-05-11,17:25:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,V,1,Dusk/Dawn,1,2,1,01,Pedestrians,Y,Serious injury,26-29,3172.0,F,MELBOURNE,MELB_URBAN,-37.80786761,144.9715041,3002,Wet,Vehicle entering intersection,Clear,VICTORIA,SPRING,PARADE,STREET,Collision,Not Applicable
T20110018946,2011-05-12,08:30:00                      ,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2E,K,1,Day,1,3,0,01,Pedestrians, ,Other injury,22-25,3000.0,M,MELBOURNE,MELB_URBAN,-37.81034263,144.9529267,3003,Wet,Vehicle entering intersection,Raining,KING,BATMAN,STREET,STREET,Collision,Not Applicable
T20110019258,2011-05-13,02:00:00                      ,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,M,3,Dark Street lights on,1,3,1,01,Pedestrians,Y,Serious injury,17-21,3072.0,M,MELBOURNE,MELBOURNE_CBD,-37.81174825,144.9640892,3000,Wet,Pedestrian playing,Not known,LONSDALE,CALEDONIAN,STREET,LANE,Collision,Not Applicable
T20110020014,2011-05-19,09:04:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1D,Q,5,Day,1,2,1,01,Pedestrians,Y,Serious injury,60-64,3008.0,M,MELBOURNE,MELB_URBAN,-37.82252732,144.9640787,3006,Dry,Not Required,Clear,CITY,SOUTHBANK ALT,ROAD,BOULEVARD,Collision,Not Applicable
